test_mstar,z5_fit,z5_q16,z5_q84,z7_fit,z7_q16,z7_q84,z10_fit,z10_q16,z10_q84
5.69,6.848405222304,6.61358044500146,7.10389472550732,8.1272065128476,7.2986483878597,8.79640023465178,9.47354427710239,7.80088286047358,11.9557123921219
5.7,6.85462440314741,6.62044005588012,7.10909986006588,8.12877386428381,7.30357074658839,8.79594986578751,9.47131179915562,7.80550618460684,11.9463920996104
5.71,6.86084437721694,6.62730183693548,7.11430775049864,8.13034121572001,7.30849310531708,8.79549949692324,9.46883406164848,7.80978903004288,11.9370718070989
5.72,6.8668763728278,6.63444509939741,7.11951839832703,8.13190856715622,7.31341546404576,8.79499191108766,9.46635632414135,7.81335039361665,11.9277515145874
5.73,6.87290248353029,6.64162610480917,7.12473180507247,8.13347591859243,7.31833782277445,8.79403441819645,9.46387858663422,7.81691175719043,11.9177712760479
5.74,6.87893010043866,6.64880718463379,7.12994797225638,8.13541408208293,7.32326018150313,8.79307692530525,9.46140084912708,7.8204731207642,11.9073290851256
5.75,6.8849592240986,6.65598834022939,7.13516690140018,8.13744387934621,7.32818254023182,8.79211943241405,9.45892311161995,7.82403448433797,11.8968868942032
5.76,6.89098985505582,6.66316957295407,7.14038859402531,8.13947367660949,7.3331048989605,8.79116193952285,9.45644537411282,7.82759584791175,11.8864447032808
5.77,6.89713040164535,6.67035088416594,7.14566775783202,8.14150347387278,7.33802725768919,8.79020444663165,9.45396763660569,7.83115721148552,11.8760025123584
5.78,6.90353513554151,6.67753227522311,7.1511413443385,8.14336071213215,7.34294961641788,8.78927015792599,9.45148989909855,7.83471857505929,11.865560321436
5.79,6.90993994114658,6.68471374748368,7.15661644497536,8.1444232510892,7.34787197514656,8.78863876253407,9.44901216159142,7.83827993863307,11.8551181305136
5.8,6.91634482022565,6.69189530230577,7.16209306395781,8.14548579004626,7.35279433387525,8.78800736714215,9.44653442408429,7.84184130220684,11.8440504722938
5.81,6.92241747362649,6.69907694104747,7.16757120550106,8.14714111897567,7.35771669260393,8.78737597175023,9.44405668657715,7.84540266578061,11.8328303280633
5.82,6.92826562821578,6.70625866506691,7.17305087382033,8.14907646567038,7.36263905133262,8.78674457635831,9.44157894907002,7.84896402935438,11.8216101838328
5.83,6.93411601580637,6.71344047572218,7.17837709349019,8.15101181236509,7.3675614100613,8.78611318096639,9.43910121156289,7.85252539292816,11.8103900396023
5.84,6.94047443315582,6.71997022557786,7.18350844083888,8.1529471590598,7.37248376878999,8.78548178557447,9.43662347405575,7.85608675650193,11.7991698953718
5.85,6.94676928210407,6.72637906341438,7.18863978818757,8.1548825057545,7.37740612751868,8.78485039018255,9.43414573654862,7.85999615860133,11.7879497511413
5.86,6.95280985358506,6.73279174775174,7.19377113553626,8.15681785244921,7.38232848624736,8.78421899479063,9.43166799904149,7.86454641886022,11.7767296069108
5.87,6.95885281158915,6.73920828458451,7.19890248288495,8.15875319914392,7.38725084497605,8.78358759939871,9.42919026153436,7.86909667911911,11.7655094626803
5.88,6.96515452755864,6.7460983890139,7.20442830786151,8.16068854583863,7.3919225441671,8.78295620400679,9.42801948330841,7.87364693937801,11.7542893184498
5.89,6.9714773891786,6.75342567835572,7.2099718859916,8.16262389253333,7.39635332738356,8.78232480861487,9.42423478652009,7.8781971996369,11.7430691742193
5.9,6.97766677376072,6.76075296769754,7.21551606303376,8.16455923922804,7.40078411060002,8.78169341322294,9.42182418242699,7.88274745989579,11.7328159001225
5.91,6.98398614564417,6.76808025703935,7.22106083948428,8.16649458592275,7.40521489381649,8.78106201783102,9.42029643770734,7.88729772015468,11.7226496760362
5.92,6.99030576711667,6.77540754638117,7.22660621583944,8.16842993261746,7.40964567703295,8.7804306224391,9.4187686929877,7.89184798041358,11.71248345195
5.93,6.99662564033742,6.78273483572299,7.23215219259553,8.16982679314587,7.41407646024941,8.77931434604998,9.41491901813643,7.89639824067247,11.7023172278637
5.94,7.00286524787536,6.7900621250648,7.23769877024884,8.17093519866641,7.41850724346588,8.77736691665907,9.41184609898442,7.90094850093136,11.6921510037775
5.95,7.00890588053281,6.79738941440662,7.24324594929566,8.17232963517004,7.42293802668234,8.77608230785058,9.40936836147729,7.90549876119025,11.6819847796912
5.96,7.01523994902829,6.80471670374843,7.24879373023227,8.17504573971443,7.4273688098988,8.77589280746644,9.40689062397016,7.91004902144914,11.671818555605
5.97,7.0215752498363,6.81204399309025,7.25434211355496,8.17776184425881,7.43242536277491,8.77549970983367,9.40441288646302,7.91459928170804,11.6616523315187
5.98,7.02791178359342,6.81937128243207,7.25989109976002,8.1800420127857,7.43763002835278,8.77520841082521,9.40230517239634,7.91914954196693,11.6514861074325
5.99,7.03424955093626,6.82641249060044,7.26544068934374,8.18181226817936,7.44283469393064,8.77491711181676,9.40130983007408,7.92369980222582,11.6413198833462
6,7.04058855250141,6.83341713754835,7.27085800707329,8.18345694205548,7.4480393595085,8.7746258128083,9.40031448775182,7.92825006248471,11.63115365926
6.01,7.04692878892548,6.84042291391193,7.27618355023875,8.1851016159316,7.45324402508636,8.77433451379985,9.39852397650744,7.9328003227436,11.6209874351737
6.02,7.05327026084505,6.8474298222746,7.28151053972312,8.18674628980773,7.45844869066422,8.77404321479139,9.395877689524,7.9373505830025,11.6108212110875
6.03,7.05961296889674,6.8544378652198,7.28683897833544,8.18859192181639,7.46365335624208,8.77348527312798,9.39275307138612,7.94190084326139,11.6006549870013
6.04,7.06595691371715,6.86144704533095,7.29216886888475,8.19117397491413,7.46885802181994,8.77271669143902,9.38958725292531,7.94577370457535,11.590488762915
6.05,7.07230209594287,6.8684573651915,7.29750021418008,8.19358943964866,7.4740626873978,8.77191426861929,9.3864214344645,7.95067660772346,11.5803225388288
6.06,7.0786485162105,6.87526610899267,7.30283301703048,8.19552478634336,7.47926735297566,8.77111184579956,9.38325561600369,7.95555162403806,11.5701563147425
6.07,7.08499617515664,6.88204539945537,7.30816728024496,8.19746013303807,7.48447201855352,8.77030942297982,9.38008979754288,7.96010188429696,11.5599900906563
6.08,7.09134507341789,6.88882635655208,7.31350300663258,8.19939547973278,7.48967668413138,8.76950700016009,9.37715777388456,7.96465214455585,11.54982386657
6.09,7.09769521163084,6.89560898197697,7.31884019900236,8.20133082642749,7.49488134970924,8.76870457734035,9.37468003637743,7.96920240481474,11.5396576424838
6.1,7.10401869138255,6.90262160762495,7.32417886016335,8.20326617312219,7.5000860152871,8.76790215452062,9.3722022988703,7.97375266507363,11.5294914183975
6.11,7.11028293585689,6.90989687968897,7.32951899292457,8.2052015198169,7.50529068086496,8.76707043849208,9.37094393632669,7.97830292533252,11.5193251943113
6.12,7.11650742220492,6.91717231023895,7.33486060009507,8.20720433241745,7.51030981319319,8.76599610290987,9.36975618812686,7.98264168982762,11.509158970225
6.13,7.12284049692238,6.92444790143092,7.34020368448389,8.20934047705934,7.51523217192188,8.76492176732765,9.36856843992704,7.98639962928971,11.4989927461388
6.14,7.12912605097924,6.93160195892481,7.34554824890005,8.21147662170123,7.52015453065056,8.76384743174543,9.36738069172722,7.98961583923115,11.4888265220525
6.15,7.13538597794191,6.93862381836789,7.35089429615259,8.21361276634313,7.52507688937925,8.76277309616321,9.36619294352739,7.99229242284811,11.4788005704541
6.16,7.14181412684544,6.94564684597809,7.35624182905055,8.21574891098502,7.52999924810794,8.76169876058099,9.36500519532757,7.99635306272498,11.4687570663854
6.17,7.14831081927444,6.95267104433884,7.36153022557254,8.21788505562691,7.53492160683662,8.76062442499877,9.36381744712775,8.00129500970637,11.4583278497938
6.18,7.15456078302439,6.95969641603358,7.366734797316,8.2200212002688,7.53984396556531,8.75955008941655,9.36262969892793,8.00518932660016,11.4481616257075
6.19,7.16065850933063,6.96672296364571,7.37194158366645,8.22215734491069,7.54476632429399,8.75847575383433,9.3614419507281,8.00894726606224,11.4379954016213
6.2,7.16675907330354,6.9737506897587,7.37746744424532,8.22409633333355,7.54968868302268,8.75718482855482,9.35981912296606,8.01270520552433,11.427829177535
6.21,7.17296719739066,6.98097434125998,7.38300187653792,8.22511495535835,7.55484692298875,8.75556524513,9.35898433097141,8.01646314498642,11.4176629534488
6.22,7.17923439119589,6.98808552657127,7.38835838229816,8.22649033345869,7.56026869056747,8.75394566170518,9.35787870612863,8.02071120167496,11.4074967293625
6.23,7.18550264352934,6.99523995197081,7.39371639336707,8.22842568015339,7.56509013512673,8.75232607828035,9.35669095792881,8.02572983912416,11.3973305052763
6.24,7.19177195949297,7.00250801136756,7.39902988834799,8.2303610268481,7.56991157968599,8.75070649485553,9.35550320972898,8.03074847657335,11.38716428119
6.25,7.19804234418875,7.00977630942101,7.40429609006862,8.23229637354281,7.57473302424524,8.74908691143071,9.35431546152916,8.03576711402255,11.3769980571038
6.26,7.20440172804697,7.0170448473565,7.40979948651619,8.23423172023752,7.5795544688045,8.74746732800589,9.35312771332934,8.04078575147174,11.3668318330175
6.27,7.21061919848199,7.02431362639935,7.41535647900999,8.23616706693222,7.58437591336375,8.74584774458106,9.35088899009695,8.04580438892094,11.3566656089313
6.28,7.21685996168858,7.03158264777488,7.42130380198517,8.23810241362693,7.58919735792301,8.74504776057202,9.34816441982831,8.05082302637013,11.346499384845
6.29,7.22313467233257,7.03885191270842,7.4270140346174,8.24003776032164,7.59401880248226,8.74492381060597,9.34543984955967,8.05387681801879,11.3363331607588
6.3,7.22941047721852,7.0461214224253,7.4327252698057,8.24260833475045,7.59891227030954,8.74479986063991,9.34475758733117,8.0567945682066,11.3261669366726
6.31,7.2356873814484,7.05317973647903,7.43843751170616,8.24528266048497,7.60383462903822,8.74467591067386,9.34151903099471,8.05971231839441,11.3160007125863
6.32,7.24196539012417,7.06016899143983,7.44415076447486,8.24795698621949,7.60875698776691,8.74342108220432,9.33803801611185,8.06263006858222,11.3058344885001
6.33,7.24834064766875,7.06716090708737,7.4498650322679,8.24853583241178,7.61367934649559,8.74195279302838,9.33455700122899,8.06554781877003,11.2954307837081
6.34,7.25468431996342,7.07415548530168,7.45558031924136,8.24971449379518,7.61860170522428,8.74048694189736,9.33181699821648,8.06846556895785,11.2825677564273
6.35,7.26120296938187,7.08115272796273,7.46129662955133,8.25164984048988,7.62352406395296,8.7390237173992,9.32909242794784,8.07138331914566,11.2703554388602
6.36,7.26769618327442,7.08815263695057,7.4670139673539,8.25358518718459,7.62844642268165,8.73756330812182,9.32701663341721,8.07669448642308,11.2599132479378
6.37,7.27431250046002,7.09515521414521,7.47273233680515,8.2555205338793,7.63336878141034,8.73699799733891,9.32630978309769,8.08231073949902,11.2494710570154
6.38,7.28086787198234,7.10216046142666,7.47845174206117,8.25745588057401,7.63829114013902,8.73709233899657,9.32560293277817,8.08717727906041,11.239028866093
6.39,7.28742365012886,7.10916838067492,7.48392247084723,8.25944763134522,7.64321349886771,8.73698904218995,9.32489608245864,8.09055007168828,11.2285866751706
6.4,7.29351930621703,7.11617897377004,7.48910279027683,8.26156967879892,7.64813585759639,8.73591470660773,9.32418923213912,8.09392286431615,11.2181444842482
6.41,7.29974448952721,7.123192242592,7.49428595172077,8.26327748684498,7.65305821632508,8.73571357066602,9.3234823818196,8.09729565694403,11.2077022933259
6.42,7.30633251568507,7.13020818902083,7.49947208106783,8.26519726735284,7.65798057505377,8.73572967915539,9.32267110681158,8.1006684495719,11.1972601024035
6.43,7.31289846242037,7.13722681493655,7.5046611871782,8.26694535851086,7.66290293378245,8.73574578764476,9.31993881465515,8.10404124219977,11.1868179114811
6.44,7.31932357378346,7.14424812221917,7.51010174394353,8.26843843901582,7.66739500517398,8.73572616238756,9.31830462393559,8.10741403482764,11.1763757205587
6.45,7.32565951326696,7.1512721127487,7.51585903937215,8.26993151952078,7.67163445244352,8.73473085236505,9.31727082272328,8.11078682745551,11.1659335296363
6.46,7.3319958189354,7.15829878840516,7.52161634198746,8.27142460002574,7.6766013467123,8.73373554234254,9.31517495211943,8.11415962008338,11.1554913387139
6.47,7.33816485115927,7.16532815106856,7.52716794807302,8.27328481388317,7.68171139736256,8.73274023232003,9.31239432967367,8.11753241271125,11.1450491477916
6.48,7.3441652311438,7.17253040487456,7.53245166734085,8.27573171776076,7.6864753830618,8.73174492229753,9.30961370722791,8.12253292867943,11.1346069568692
6.49,7.35036105539085,7.17949383167412,7.537737725776,8.27817862163835,7.69106190947719,8.73086096591731,9.30683308478215,8.1284578199305,11.1241647659468
6.5,7.35697830150133,7.18645802022224,7.54302612843781,8.28062552551594,7.69564843589257,8.72975430225251,9.30405246233639,8.13438271118156,11.1137225750244
6.51,7.36359703598542,7.19362189735846,7.54831688038562,8.28261538760521,7.70023496230796,8.72939022413915,9.30239569921485,8.14030760243263,11.103280384102
6.52,7.37002146374412,7.20079380032843,7.55360998667878,8.28435744649747,7.70491202734513,8.72906630207489,9.30175996046074,8.1462324936837,11.0928381931796
6.53,7.37636039316429,7.20792819320679,7.55890545237664,8.28510374284966,7.70973347190439,8.72874238001062,9.29883653568552,8.15215738493477,11.0823960022573
6.54,7.38269970604288,7.21491105757165,7.5644579166411,8.28707977045186,7.71455491646364,8.72841845794636,9.29591311091029,8.15808227618583,11.0719538113349
6.55,7.38907419631608,7.22212403415348,7.57029232669422,8.28905579805407,7.7193763610229,8.72809453588209,9.29298968613507,8.1640071674369,11.0615116204125
6.56,7.39537949081202,7.22901497255185,7.57612673674733,8.29103182565627,7.72419780558215,8.72777061381783,9.29006626135985,8.16993205868797,11.0510694294901
6.57,7.40171996702093,7.23586773147125,7.58149155728716,8.29300785325847,7.72901925014141,8.72744669175357,9.28714283658463,8.17585694993903,11.0406272385677
6.58,7.40806083532498,7.24291154258955,7.58678934257951,8.2950330667919,7.73384069470067,8.7271227696893,9.28421941180941,8.1817818411901,11.0301850476453
6.59,7.41426021472358,7.25006660541148,7.5920907320861,8.29719830249598,7.7391428846947,8.72679884762504,9.28282288370037,8.18770673244117,11.019742856723
6.6,7.42035643980794,7.25722166823341,7.59783583219404,8.29936353820006,7.74453997256261,8.72499360940437,9.28177983169887,8.19363144468391,11.0093006658006
6.61,7.42676288490564,7.26437673105533,7.60349685095539,8.30152877390414,7.74993706043051,8.72468875477287,9.2810485617669,8.19663091832704,10.9977935170577
6.62,7.43287738558837,7.27153179387726,7.60894563631714,8.3033421212842,7.75533414829842,8.72462141641096,9.28211324819129,8.19963039197017,10.9849674951195
6.63,7.43888913258868,7.27868685669919,7.61439562636093,8.30509410814765,7.76073123616632,8.72455407804905,9.27984902968745,8.2026298656133,10.9721414731814
6.64,7.44490423813775,7.28584191952111,7.61984682399523,8.30684609501109,7.76612832403423,8.72448673968714,9.27760762369284,8.20562933925643,10.9593154512433
6.65,7.45115690092231,7.29299698234304,7.62531499740722,8.3088160740761,7.77119482581354,8.72376889943525,9.27656457169133,8.20862881289956,10.9464894293052
6.66,7.45781839898009,7.30015204516497,7.63087662868458,8.3107921016783,7.77611718454222,8.72309411066489,9.27552151968982,8.21162828654269,10.9346606629675
6.67,7.46448041863739,7.30730710802533,7.63643832577195,8.3127681292805,7.78103954327091,8.72278312479515,9.27425814973885,8.21462776018582,10.9256584192939
6.68,7.47114296226221,7.31446217170058,7.6420000887628,8.31474415688271,7.7859619019996,8.72227486245978,9.27195383585832,8.21762723382895,10.9166561756204
6.69,7.47780603222258,7.32161723742423,7.64756191775064,8.31619785310785,7.79088426072828,8.72149791912075,9.2696495219778,8.22062670747208,10.9076539319468
6.7,7.48418262433739,7.32877230710431,7.65312381282896,8.31735801619178,7.79580661945697,8.72109968041077,9.26734520809727,8.22362618111521,10.8986516882732
6.71,7.49048513196956,7.33592738471273,7.65868577409124,8.31911000305523,7.80072897818565,8.72036774083261,9.26504089421675,8.22662565475834,10.8896494445997
6.72,7.49687537071423,7.34308247459979,7.66424780163097,8.32086198991867,7.80565133691434,8.71963580125445,9.26306816058,8.22962512840147,10.8806472009261
6.73,7.50290228496506,7.35023758111581,7.66980989554164,8.32277894285058,7.81057369564303,8.71890386167629,9.26298912003577,8.2326246020446,10.8694220347106
6.74,7.50956981502262,7.35739270861109,7.67537205591674,8.32477783282648,7.81549605437171,8.71817192209814,9.26188146875697,8.23562407568773,10.8575760668266
6.75,7.5160378775961,7.36454786143594,7.68093428284977,8.32677672280238,7.8204184131004,8.71743998251998,9.2595371408568,8.23862354933086,10.8457300989427
6.76,7.52246793337531,7.37170304394067,7.68649657841697,8.32877561277829,7.82534077182908,8.71670213003725,9.25719281295663,8.24162302297399,10.8338841310587
6.77,7.52882869521696,7.37885826047559,7.69205897620972,8.33061311045599,7.83026313055777,8.71587270114573,9.25484848505646,8.24462249661712,10.8220381631748
6.78,7.5351817160364,7.38601351539101,7.69762153994528,8.33187267378957,7.83518548928645,8.71504327225421,9.25250415715629,8.24762197026025,10.8101921952908
6.79,7.54153643360624,7.39335489397844,7.70303106153286,8.33313223712315,7.84010784801514,8.7142138433627,9.25015982925612,8.25062144390338,10.7983462274069
6.8,7.54789285085128,7.40072058092167,7.70843580720778,8.33487788482626,7.84503020674383,8.71338441447118,9.24802959750626,8.25362091754651,10.7865002595229
