withAGN_z5,withAGN_z7,withAGN_z10,withoutAGN_z5,withoutAGN_z7,withoutAGN_z10
0.0314027630624215,0.00300633198389068,0.000204164189844931,0.0343471012093805,0.00938038285815178,0.00572211943903907
0.0299928692039978,0.00416439807746859,0.000205951317824857,0.0410006792920646,0.00444707396634195,6.04006198081223e-05
0.0310804006196142,0.00425929737681098,2.46056737525392e-05,0.0397920620841204,0.00382937557764056,0.610070087922113
0.0299306898086794,0.00367706118415404,7.52433974763569e-05,0.0407070767778071,0.00634562983543746,2.94836944582208e-05
0.0270077188553223,0.00359888824290241,0.000288955022734799,0.048728282834508,0.00602492410590107,0.000237465133502499
0.0310297984532938,0.00500130880920002,2.08417380043388e-05,0.037439346457341,0.0125551949789483,0.0102809939705884
0.0299178633661527,0.00248040835693143,0.000938087982204559,0.0429426897909752,0.00386046709321663,0.00229835904943176
0.0257069158035373,0.0059421755560095,3.14512357558703e-05,0.0352744983301839,0.00525792306774066,0.0306910581285429
0.0333708682479824,0.00355636127565417,0.000506365844941393,0.0420878781495291,0.0059423565094418,2.39111106834033e-05
0.0304476182502097,0.00483057039236056,0.000184163511991926,0.0378734359723839,0.00826703925297632,0.000327229271709554
0.0303291074276585,0.00513796271334484,6.18972501561639e-05,0.0396251525027649,0.00432628525508726,5.18343736830529e-05
0.0307876415265567,0.0032493157315354,0.00031879844519032,0.0390222545856004,0.00419196538248762,0.0018060482922406
0.0307531383038617,0.00301487207689425,0.000401685431431603,0.0353629245807216,0.00469452656115217,0.00134324335881344
0.0334515206996135,0.00200925810490064,0.000234543499815783,0.0469602119345166,0.00771199641867468,0.000276798111214059
0.0274580152940968,0.00284982256990007,0.000769898009198296,0.0386250174942925,0.00550236841192008,0.08111496500747
0.0291893726593284,0.00298246615753558,8.64719748511348e-05,0.0457111398292525,0.00689657006884143,2.43245873467719e-05
0.0274550194920693,0.00487056781732117,1.96023513393881e-05,0.041702107598254,0.00366300348805328,5.75233973744285e-05
0.0283802651046558,0.00652653868550433,8.93358534246183e-05,0.0402175712070855,0.00456808040493665,0.00214293567378143
0.0332561495895765,0.00380003402940052,2.25715327034788e-05,0.0406380796030041,0.00442051344779808,0.00226480516094151
0.0313982349172619,0.00233730712077981,4.82913383903633e-05,0.0388604024437352,0.0053842068568049,0.000620589911890257
0.0281502635101379,0.00425207278177595,2.77676681661093e-05,0.0395993898302417,0.00736358006247202,0.000375737406560012
0.0292715469179819,0.00358297510180532,5.70023102460277e-05,0.0446612769168123,0.00401960707780808,3.39822517956552e-05
0.0265937162232785,0.00383445844527468,0.000541326042273645,0.034417280218108,0.00781985859064342,0.00539859107898992
0.0299682771634627,0.00705675881297471,0.00508509978306238,0.0378849705719617,0.00853525516134705,0.000101384534571945
0.0290515204811754,0.00210069941598628,3.6611692801018e-05,0.038533674590621,0.00405786517664691,0.000204767268677672
0.032933630549516,0.00396451971749125,0.000939275761652226,0.0396025111367946,0.00799278900808349,0.069058925369865
0.0342516421105074,0.00275117473134961,0.00075420517722281,0.0380934973150876,0.00409269667778046,0.00221225087411039
0.0325908908709463,0.00235396324446325,2.68766446646787e-05,0.0397976462968993,0.00442797593286305,0.0250841949617572
0.0386125034607002,0.00401168735771485,0.000920969160041998,0.039621556017313,0.00621179707590615,7.24544591624508e-05
0.0359430475303351,0.00485757309255625,0.000136528992754774,0.0441039614142781,0.007589803539421,0.0170323241979834
0.0321012559677903,0.00343179562168471,0.000368078924267737,0.0413981935710303,0.00604916140926417,0.000644502460817131
0.033927647275227,0.00464961634615221,9.4928346499668e-05,0.0342100348659679,0.00488857391041944,4.84338769388526e-05
0.0289301669104679,0.00578594757671531,0.000336797633281447,0.0357178941297711,0.00980573591054517,0.0033778710658255
0.0314108783905754,0.00325105197763588,0.000406748079370985,0.0418513955686758,0.00421787821143594,0.000552971349031924
0.0327896111543229,0.00291712051078603,0.000504774670756681,0.0381380914613544,0.00594004247406495,0.000387875312341747
0.0323160096743275,0.00225118297761648,0.000678653899507864,0.0485322227215853,0.0057082540131726,0.00165062285640669
0.0307648907343438,0.00480378155412215,0.000189916744580987,0.0344191020511149,0.00701447278096953,0.0134244509997131
0.0309142137544364,0.00367504667873328,0.000126865304500454,0.0370222608856132,0.00426323922764011,0.0192400815850172
0.0296485652596265,0.00430920198495173,0.00632515306080471,0.035640496233915,0.00799877278649077,4.34631013346674e-05
0.0369465038925709,0.00175317753897032,0.0012258850433136,0.0400763499557147,0.00438386443749079,0.000591796854953785
0.0391094005811216,0.00528869774018084,0.000617499832006809,0.0343490585009915,0.0116376858853805,0.00147526925983972
0.0317875664661165,0.00277356928048116,0.000546137794841772,0.0486314636810608,0.00781885985680747,0.000748496754754208
0.0327673687177808,0.00245399117130823,3.77035298650562e-05,0.0425465148202671,0.00480482902362412,0.0210441106266812
0.0305701783231473,0.0043660912735727,0.00139289227070265,0.044249595256122,0.00599828566033878,0.249078896206037
0.0338937955594315,0.00444946518509407,0.000556325421164773,0.0454156611601591,0.0111934039483708,0.0133500152430078
0.0303015101759964,0.00340235684430949,3.30135218457822e-05,0.0414994758929208,0.00413422227104845,0.103144942484956
0.0294853356825749,0.00563418132351932,0.00141944274918475,0.0366992410957021,0.00865583077870504,0.0164594415717977
0.033441790094443,0.00372550996446536,0.00253589779664886,0.0403166526403662,0.00388216961126136,0.00210574241704026
