mstar,z5_smf,z6_smf,z7_smf,z7_smf.1,z9_smf,z10_smf
8.45,0.00687945195503792,0.00692424230325722,0.000820349182942415,0.000820349182942415,0.000179270633119358,1.7518993530855e-05
8.46,0.00676898095331231,0.00678278723766582,0.000804452128317572,0.000804452128317572,0.000174826619983333,1.7084708026161e-05
8.47,0.00666027299420267,0.0066441634873071,0.000788850501856104,0.000788850501856104,0.000170484527155916,1.66603825533813e-05
8.48,0.00655329986699866,0.00650831426764451,0.000773538780269327,0.000773538780269327,0.000166242050746559,1.62457919677563e-05
8.49,0.00644803381192952,0.00637518393383719,0.000758511543857666,0.000758511543857666,0.000162096939608364,1.5840716278832e-05
8.5,0.00634444751295417,0.00624471795789659,0.000743763474581034,0.000743763474581034,0.000158046994141246,1.5444940533501e-05
8.51,0.0062425140906666,0.00611686290630173,0.000729289354165491,0.000729289354165491,0.000154090065122298,1.50582547017014e-05
8.52,0.00614220709531474,0.00599156641806392,0.000715084062245502,0.000715084062245502,0.000150224052562726,1.46804535647118e-05
8.53,0.00604350049993097,0.00586877718323186,0.000701142574541135,0.000701142574541135,0.000146446904590741,1.43113366059836e-05
8.54,0.00594636869357257,0.00574844492182851,0.000687459961069554,0.000687459961069554,0.000142756616359814,1.3950707904452e-05
8.55,0.00585078647467006,0.00563052036321051,0.000674031384390122,0.000674031384390122,0.000139151228981701,1.35983760302663e-05
8.56,0.00575672904448233,0.00551495522584265,0.000660852097882592,0.000660852097882592,0.000135628828483683,1.32541539428887e-05
8.57,0.005664172000656,0.00540170219747799,0.000647917444057641,0.000647917444057641,0.000132187544789446,1.2917858891501e-05
8.58,0.00557309133088809,0.00529071491573636,0.000635222852899246,0.000635222852899246,0.000128825550723055,1.258931231767e-05
8.59,0.00548346340668996,0.0051819479490727,0.000622763840238266,0.000622763840238266,0.000125541061035506,1.22683397602182e-05
8.6,0.00539526497725101,0.00507535677812783,0.000610536006156648,0.000610536006156648,0.000122332331453307,1.19547707622475e-05
8.61,0.00530847316340054,0.00497089777745364,0.000598535033421704,0.000598535033421704,0.000119197657748598,1.16484387802682e-05
8.62,0.00522306545166613,0.00486852819760546,0.00058675668594988,0.00058675668594988,0.000116135374830295,1.13491810953819e-05
8.63,0.00513901968842725,0.00476820614759421,0.000575196807299503,0.000575196807299503,0.000113143855855787,1.10568387264734e-05
8.64,0.00505631407416205,0.00466989057769078,0.000563851319191898,0.000563851319191898,0.000110221511362677,1.07712563453612e-05
8.65,0.00497492715778664,0.00457354126257637,0.000552716220060446,0.000552716220060446,0.000107366788420142,1.0492282193865e-05
8.66,0.0048948378310845,0.00447911878483088,0.000541787583626965,0.000541787583626965,0.000104578169799412,1.02197680027422e-05
