mstar,z5_withAGN,z5_withAGN_q16,z5_withAGN_q84,z7_withAGN,z7_withAGN_q16,z7_withAGN_q84,z10_withAGN,z10_withAGN_q16,z10_withAGN_q84,z5_withoutAGN,z5_withoutAGN_q16,z5_withoutAGN_q84,z7_withoutAGN,z7_withoutAGN_q16,z7_withoutAGN_q84,z10_withoutAGN,z10_withoutAGN_q16,z10_withoutAGN_q84
8.52,0.0547452214769039,-0.0880560048224812,0.198666003952969,0.0674763723689043,-0.100903552697852,0.237784819662614,0.269472773054908,-0.114332276874415,0.64614194779842,0.0732701585370522,-0.0583123047876371,0.200268537627333,0.155111945001965,0.0247659003940813,0.2877160855358,0.385027041129823,-0.0389498337324709,0.794956395080332
8.53,0.0646937393907902,-0.0766000981969476,0.207427058215508,0.0792723959280665,-0.0861760313764013,0.247056883773685,0.279339717977066,-0.0974701266320089,0.653210761961947,0.0836396867495967,-0.0466956583260051,0.208821663055476,0.165164049375678,0.036022111606332,0.29515492075988,0.394843882612939,-0.0224618535397482,0.797636027218585
8.54,0.0741918493416107,-0.0658283961496169,0.215854577068933,0.0906038296177374,-0.0715539834226028,0.256491503747368,0.289514010349574,-0.0808441316894166,0.660392745823303,0.0941921958410484,-0.0343502090565786,0.218479880085031,0.174926029551324,0.047963946591025,0.302325556273875,0.403200593969918,-0.00595333207601645,0.8018855439607
8.55,0.0841452889228629,-0.0544204531069451,0.2249166299622,0.102332111264245,-0.0575802740777086,0.26625407810052,0.300170417314724,-0.0668096843057388,0.666115932721535,0.104961215052388,-0.0219966116477193,0.227463438713963,0.184376387269917,0.0590724643489795,0.309896997085023,0.411823015740484,0.00929064197901053,0.805519184338381
8.56,0.0940497877324593,-0.0432237538162224,0.233510097885471,0.11441227498598,-0.0437291555352473,0.275748814711002,0.310556051528223,-0.050662539626107,0.672548178402054,0.115816243499891,-0.0103805681755812,0.236894740464005,0.193945734077301,0.0700522726672339,0.317918794243137,0.420783209927031,0.0231783068820671,0.809784428278156
8.57,0.10347260625022,-0.0321697754958381,0.242136114953084,0.126232963063051,-0.0294212215964332,0.285779226806819,0.321945646898153,-0.0366764826810435,0.679892258153732,0.125970315010941,0.00153080866758959,0.246303213301381,0.20338334199301,0.0812396259298989,0.325691966825574,0.429613384224678,0.0363580110715873,0.812586446756682
8.58,0.11287113132395,-0.0212176562521495,0.251190253815024,0.138308516424804,-0.0148317915102935,0.295306244275903,0.333275346593888,-0.0213946799020088,0.686127247323882,0.13636327297472,0.013248274219836,0.255355457291798,0.212741101128968,0.0923681966125516,0.333786985688842,0.438169749053789,0.050874002298879,0.816089444080775
8.59,0.12250910109763,-0.0098177915340027,0.260111092940084,0.150788776697501,-0.00123123234766109,0.305304704308189,0.343420509664521,-0.00667053075088364,0.694366109960257,0.146903027713065,0.0256440421643869,0.263790278861491,0.222290700752037,0.103070449016212,0.341844483843924,0.44716514651424,0.0654810737904454,0.819426257404544
8.6,0.1325423519059,0.00207498824605329,0.267511351127513,0.16277742639074,0.0129280352628187,0.315047331002767,0.353572903761005,0.0061554317853062,0.701830624353375,0.157504873461707,0.0370908432331087,0.273045677380537,0.232284098320993,0.113967464958124,0.349665010789121,0.455232714762684,0.0810865400769558,0.823607061211908
8.61,0.141928358948646,0.0125708788522418,0.276464544561882,0.175194525235037,0.0267989888236742,0.325160487225732,0.363220641604526,0.0219660593189313,0.708517278301049,0.168245880617718,0.0487847903045273,0.282223826048875,0.242167648846623,0.124195372932379,0.358117014001563,0.466241173212183,0.0959938536459583,0.826554145640844
8.62,0.152017008847711,0.023391421135142,0.284822525275672,0.187062031439414,0.0408665828101639,0.334961883210387,0.373439730311375,0.0357180966093006,0.716386865715931,0.178557315774185,0.0607733385432512,0.291508396983729,0.251404971685258,0.135212328300053,0.366270405697896,0.475068220377803,0.111340591402995,0.830792641463705
8.63,0.162268431782591,0.0346080106753779,0.293454190843244,0.199466125010243,0.0546362803215622,0.344232600145489,0.383547380418137,0.0514734408823049,0.724429899395074,0.188685310921939,0.0730096406674962,0.300205023268275,0.26087284855884,0.145805110911137,0.374526272133527,0.484168118117529,0.125787514835896,0.835126519226172
8.64,0.172320389808103,0.0456608981132907,0.30224302321665,0.211363964717788,0.0690064821437576,0.354117247278869,0.395883342569713,0.065445529426249,0.731327819661038,0.199093795875945,0.0849166133008531,0.309684016353152,0.270629907816856,0.156901283708712,0.382409537111194,0.494527244256697,0.139913247648614,0.839787076604497
8.65,0.182399327911521,0.0565074449368782,0.310858224710613,0.223148372099176,0.0828180617966036,0.363755087262762,0.407460117577903,0.0796512875130917,0.738868045707996,0.209782825754087,0.0971927047095786,0.318806999054109,0.2798453347635,0.168038725137987,0.390305773994519,0.502962085526566,0.155410031026867,0.843032907812904
8.66,0.192573149621381,0.0679450319804057,0.318735653531493,0.234490076750719,0.0968364105695651,0.373642395985168,0.418581800660073,0.0919634034340952,0.745255045945518,0.22055346084132,0.109638805840626,0.327820513533638,0.289378589078509,0.179322547025548,0.398049331039395,0.512679264402722,0.169050995218222,0.846120210439399
8.67,0.202109660422713,0.0787263091148704,0.327041064796744,0.245627617004035,0.111425473692761,0.384426080261192,0.429615837687708,0.106007577384932,0.752002776970328,0.231108425729246,0.12147250476903,0.336997331165992,0.299216409386368,0.190468380032084,0.405877552743843,0.522006282594987,0.181869491972172,0.850685681055118
8.68,0.212192090052027,0.0893091877063275,0.334991841490099,0.25746525280009,0.125433033420644,0.395363176447483,0.440770567086387,0.120491953046849,0.760610466434367,0.241885964578718,0.133162154173385,0.346789600721146,0.309051679673701,0.201130906222777,0.414244495413153,0.53088027309365,0.19504450321248,0.85594812585528
8.69,0.221979942245713,0.100058233015859,0.343256086554782,0.269791347676305,0.139558742457319,0.40572231744978,0.451653377201358,0.135828268160453,0.769072752093573,0.252265550456258,0.144982324258461,0.356157093715983,0.318374916433222,0.212643248291706,0.422224489818726,0.539588835283192,0.206990007128331,0.860507449283643
8.7,0.232463507826138,0.110926660405591,0.351907352492641,0.281785610370459,0.153453622173821,0.416056094129695,0.462022784678498,0.148609412598346,0.776013029530803,0.262925222180237,0.156676410626593,0.365458814332277,0.327848742708681,0.224138115773454,0.430394523500678,0.548977184466188,0.221016864458995,0.867155398307893
8.71,0.242381372199197,0.121335908047952,0.360762634072403,0.29423555021414,0.167398643674103,0.425759455914175,0.473298998797175,0.162590498068029,0.784331683347583,0.273085895941275,0.168268280405129,0.375291668247277,0.337350616053159,0.235051289277034,0.439152585828798,0.55882515680736,0.234859077585483,0.87215603247788
8.72,0.251897716348835,0.132009627575674,0.370170988043396,0.306492091644412,0.181391610705271,0.43594716528796,0.485402803166547,0.176733819503003,0.794465087371123,0.284065146389909,0.179737159647674,0.384902307238831,0.347067415445137,0.24548597132303,0.447417838670395,0.565672915794188,0.249200284121325,0.876396409275117
8.73,0.261746382689859,0.143542358306194,0.378672756766757,0.318629872402852,0.19496051953093,0.446420718667943,0.496345624864286,0.190128104382535,0.802387377914224,0.294766367684125,0.191573892043506,0.39435121741444,0.356594899851639,0.256209728283122,0.455548935817443,0.574629871065315,0.263709756019924,0.880517108158857
8.74,0.271828141494329,0.154588522105038,0.387314834074983,0.330295693151452,0.209204035419683,0.455518144399255,0.507520435243839,0.202557653344785,0.809969903125989,0.305455428815947,0.203270375707504,0.403836404832631,0.365696742064878,0.267365748033637,0.463945236160356,0.583587933318812,0.279355012173452,0.886757318095973
8.75,0.281499643348082,0.165107152594105,0.395454411950621,0.342492729644874,0.223077397150964,0.465475295395756,0.517505681523718,0.215597376204878,0.819251320758831,0.315775593548144,0.214898908531098,0.413700059652922,0.374943318727643,0.2778202879082,0.472125642029473,0.59162461326431,0.293566596827453,0.891060006217461
8.76,0.291158612435764,0.176488362660327,0.404614053365935,0.354595821482569,0.237455253174044,0.474199236513924,0.528580547693626,0.229042819471566,0.826746069512804,0.326131119694332,0.226554958055821,0.423435023126967,0.384483883025083,0.288357673965215,0.480528144734493,0.601492861751693,0.306391464349591,0.894495450658802
8.77,0.30130155336961,0.187142998783037,0.412944533874293,0.366379191979593,0.251015372159268,0.483675427181175,0.541109381825268,0.242070201678942,0.83447486257003,0.336554534417476,0.238241713603233,0.432896702757507,0.393817195181549,0.298925118340633,0.488864951903475,0.611436571105215,0.31788237581411,0.898258808345134
8.78,0.311321291357925,0.197958348539885,0.421209716655027,0.378130928066123,0.265352917046772,0.494598096954513,0.552377278624199,0.256674755577233,0.843450730503583,0.346968962964671,0.249628526503237,0.442685426191464,0.40263531454948,0.309404189331068,0.498105169756606,0.620328110780105,0.332847135092954,0.903121921071999
8.79,0.321528492585855,0.208664637192998,0.429946076481453,0.39023194012086,0.278995489235434,0.504546033928098,0.562818422205595,0.269054193586993,0.852536828588178,0.357889445638567,0.261138296539846,0.452508885312503,0.412170354041291,0.319743714807481,0.507127400845482,0.629464541407931,0.344757860443453,0.908216759925068
8.8,0.331743030134906,0.219331797362292,0.438814601567601,0.402051441414207,0.292789698166345,0.514842621237209,0.57496593597852,0.282434601020081,0.859835304435132,0.36893791708984,0.272439354769248,0.462068550573288,0.421371818555087,0.329876712090028,0.515713334810738,0.637578064107355,0.355130487613484,0.912656136179078
8.81,0.341933731905097,0.230594759675338,0.448026115191975,0.414337012350761,0.306265082074329,0.524744341416429,0.584784210824059,0.293572217479193,0.868070698469628,0.379527935843435,0.283940964901597,0.472149361229023,0.430824374690762,0.340074719977695,0.524192325205538,0.646431358748252,0.369619146083113,0.918567057376555
8.82,0.351663472176377,0.240853435848111,0.457410081932937,0.426137058287057,0.319861421444969,0.535850183757816,0.594197979600186,0.306100674958019,0.876440482696877,0.390113336908825,0.295993810366364,0.482219536036828,0.440652859705582,0.349899292129575,0.533116553132904,0.654850649692962,0.383050544182738,0.924926047977667
8.83,0.361711278632538,0.251991294027141,0.466079137286113,0.438215147970356,0.332695404304103,0.545776513694545,0.60434395188662,0.318361247979859,0.885213728222188,0.400636424391582,0.30690267652568,0.491983843088905,0.450256428622807,0.360916101736123,0.541570807211926,0.662447297470682,0.397266071970361,0.930755833179651
8.84,0.371920920031044,0.262643163895437,0.475856426938248,0.450097204164437,0.345600654670525,0.556497085467251,0.615445708437166,0.330785539613338,0.893281299579344,0.410890560057541,0.318331009051222,0.501725849594525,0.460050026877685,0.370946814521584,0.549933925122998,0.671937023133854,0.410043111059416,0.935996128263342
8.85,0.382326714074717,0.273405710622005,0.485565431562792,0.462318727257865,0.358998905144531,0.567390032398543,0.625107048199398,0.343418065380783,0.90200967399037,0.421494660878808,0.329217832102116,0.512204259382048,0.469458133022124,0.380882588770336,0.558158450397465,0.680282610747311,0.423103557091031,0.943855945206287
8.86,0.392295226836848,0.284180736564979,0.494273360845656,0.473687305798145,0.37181213071326,0.578274774085536,0.635861715316382,0.356720151067822,0.912577187788593,0.432166929233429,0.34035350023594,0.521702341967379,0.479114712468287,0.391132242046603,0.56685553111599,0.689576346815446,0.434433732219895,0.951000635455349
8.87,0.401667383510483,0.294563219694903,0.503735706205012,0.485807231880973,0.385013728593956,0.58912610572581,0.647221442978856,0.369203140915746,0.921328803688372,0.442792017242058,0.351525838297086,0.531456035923178,0.488676436886139,0.401026969090793,0.576025234205839,0.699317791377047,0.444348493677721,0.956665793382849
8.88,0.411399795582457,0.305233094087521,0.513848331074185,0.497779715623079,0.39796375504072,0.60037506568527,0.657538576971709,0.379641589629729,0.931064638826319,0.453415130611797,0.363276668008597,0.541670754841594,0.498262038678912,0.411112305007443,0.584979523991223,0.707619077198968,0.454694381324083,0.963942611481961
8.89,0.421618303453398,0.315569242728754,0.522888193456681,0.509407353570516,0.410570161606518,0.611823795212118,0.669811325442759,0.392404326056074,0.939633808392007,0.46383259692733,0.374586920596583,0.550924802083802,0.507833933268595,0.421134364346981,0.593940681348433,0.717298212307633,0.464814316386626,0.969441829624716
8.9,0.4312992526965,0.325999265364234,0.532315539700069,0.522050937695189,0.423523099541872,0.622961412784451,0.680987765157879,0.404625688412839,0.950054101069595,0.474212656880201,0.385771031886078,0.561219306532479,0.517350029130722,0.430828289272103,0.60339969448794,0.725860709209792,0.476180536089198,0.976533220620697
8.91,0.441092784510946,0.3360710916317,0.541907397618584,0.534136699566916,0.435908595565726,0.634499094059034,0.692203402508721,0.416390763740279,0.959941632854426,0.484710077862885,0.3970882729538,0.571878261971844,0.526960310493472,0.440964911595081,0.612374668457974,0.735574415429795,0.487451173039434,0.982769608685336
8.92,0.450757631683241,0.346357066746883,0.550577071406371,0.545939857353007,0.449140277053342,0.645483027994232,0.702738079332731,0.428876117167626,0.969294714051886,0.495252476465488,0.407871813082876,0.581790140081318,0.536855293665099,0.451190155998699,0.62112441190343,0.744104540576401,0.497376848856523,0.990963808074288
8.93,0.460580844831712,0.356442436344832,0.56000082993845,0.558200491557137,0.461607259911942,0.65686308424543,0.71465080317235,0.441330013170907,0.979611899056257,0.505595917812371,0.41934353129277,0.591422658322603,0.54659121257943,0.460914062759198,0.62976042725943,0.75241246340757,0.507279466603781,0.998907215193596
8.94,0.470535236284659,0.366617864722491,0.569446942208658,0.570391515960877,0.473937336905416,0.668094747520549,0.725695746387646,0.454656809496922,0.99045693717909,0.516393216560585,0.430891443400227,0.601881110561222,0.555891150099428,0.470914509488524,0.639320396083531,0.761279830060018,0.519108471338606,1.00742017267811
8.95,0.48018151724502,0.376604639492776,0.578942272099073,0.582283206877095,0.485293368036286,0.678770198807169,0.735157179156662,0.466949789805338,1.00056726001492,0.526918880016028,0.441909563002506,0.612276332973792,0.565392279430985,0.481160785124424,0.647858242332682,0.770454241819726,0.529241669953467,1.01687655523249
8.96,0.490076312179213,0.386742102194663,0.588492960044417,0.59441392525896,0.49727979774818,0.689778266614963,0.746016738564979,0.477859661499244,1.00890582252782,0.537500039553969,0.453160843766021,0.622791223632173,0.575070067779204,0.491148408989738,0.657530599722796,0.77978129767974,0.538707658736737,1.02403941579153
8.97,0.500093526399248,0.396720760584016,0.598065617520788,0.606452760891665,0.509465237263787,0.700865800451196,0.756296056356597,0.490235156973439,1.02095814048851,0.548081846068289,0.463724909653444,0.633288682201093,0.584721328300392,0.50042679527358,0.667179356813115,0.78828929314914,0.547877598185081,1.03159563627135
8.98,0.509810529838105,0.407402589358842,0.608341142264594,0.618312593006749,0.521650902344143,0.713111334716341,0.765932502976214,0.502129782910237,1.03129614537868,0.559119686215673,0.474529631444904,0.643606112274634,0.594066134027176,0.509809448366334,0.675899052878968,0.797388968525844,0.556077644940252,1.03963921118
8.99,0.519428474117617,0.417595504871526,0.617944464748147,0.630606914145807,0.533815507482257,0.725347600081632,0.777030675602606,0.513239391784215,1.04356786821542,0.57020708247689,0.484403786511853,0.653768796019894,0.603749248968715,0.519382115591049,0.685734857517883,0.806664802259736,0.565978855549319,1.04947230235437
9,0.528875970397064,0.427703232880528,0.627799097711729,0.642451480155384,0.546026233720833,0.73786762816256,0.787529577606855,0.524504344456691,1.05279389713558,0.580267733744367,0.494629572306424,0.664252188398059,0.613364094761969,0.529106239780058,0.694841457449902,0.815093539534159,0.575355144604859,1.05609873939178
9.01,0.538785587390011,0.437528361869181,0.637952148941818,0.654439678204868,0.558327398239279,0.749665676291357,0.7972666343349,0.535602995068213,1.06469184064325,0.590735111306239,0.505438496404687,0.674746637416838,0.622484710346042,0.538559158978569,0.704410351559183,0.824535205144229,0.582483602963068,1.06313604536544
9.02,0.54858884141536,0.447450258426405,0.647613519239423,0.666814580593222,0.569616562385575,0.762061667121705,0.808186864333827,0.546289504913283,1.0759667836201,0.600782362096697,0.515587044723213,0.685393925481295,0.631876014103675,0.548638110671441,0.714286131941,0.833898614900157,0.592546318418087,1.07053117648129
9.03,0.558522131100649,0.457696184165091,0.657745074115954,0.678903807462242,0.581267777497511,0.773946545864196,0.818640173121881,0.557304868888395,1.08842102382843,0.611581683052886,0.525343936435978,0.695969720475046,0.640725765756651,0.557696697028766,0.724194602312993,0.842964432263347,0.600454434044678,1.08135526292699
9.04,0.56796019887424,0.467058628427144,0.667725822608364,0.690345060931055,0.593241121311852,0.785705607640603,0.828864747494843,0.56787634710283,1.10008545731194,0.622241205041347,0.536149189554561,0.707228897294117,0.650139701147638,0.566334280078815,0.734278526208327,0.852452018572205,0.609294103322875,1.09086541901859
9.05,0.578075539443684,0.477005848082205,0.677354210510423,0.702548733526771,0.60447040660083,0.797755648295305,0.838728427210288,0.578596747287056,1.11065653670598,0.633188660164541,0.546022453781187,0.718085167929089,0.659762946262273,0.575640248307294,0.744309881170792,0.862037597612511,0.617529536277214,1.09967851314961
9.06,0.587958288085472,0.486581259673009,0.687202609476054,0.714579954017804,0.616405100305575,0.80982905194079,0.849007936235516,0.587643298487875,1.12252144613929,0.643752188310075,0.556926868227885,0.728613003496712,0.668807939260947,0.584733774524843,0.754147193250127,0.869388922727381,0.62597899743735,1.10893218226136
9.07,0.597835403446433,0.496184671144901,0.697318922324808,0.726183932409324,0.628206949627242,0.822239598587874,0.860492641232961,0.598209557407919,1.13431062503419,0.654215547006542,0.566777692672624,0.739479799874362,0.67837648304347,0.593949928102615,0.763326963696596,0.878872513004732,0.633805232168734,1.1203317435326
9.08,0.607689249653557,0.505444911562063,0.708049890907753,0.737661696240778,0.639272027222842,0.835633718808816,0.870535902200055,0.607313516314068,1.14750439074602,0.664847081339899,0.576897343362717,0.749769167809928,0.687639371616834,0.602903004510388,0.772878248590736,0.887169564615244,0.643045469650772,1.13190950360925
9.09,0.617309768085788,0.514948519201829,0.718541156030576,0.74932652804046,0.650157036632319,0.848188155455144,0.880550617426972,0.617140914805822,1.15933505858402,0.675362242289477,0.586890964253008,0.760837453797809,0.697212834288457,0.611790711677891,0.78334483448483,0.897518280113564,0.651261939144571,1.14179949347056
9.1,0.627053426215358,0.524217785893035,0.729072477526474,0.761660170302537,0.661559227330329,0.861313415667322,0.890663443788657,0.625393411464367,1.17154883866596,0.685631117705343,0.596829655112639,0.771495566721771,0.706046397773963,0.620449335822649,0.793428671271126,0.907411652379555,0.656844302614799,1.15332481804979
9.11,0.636462201124974,0.532864710737008,0.739198449179987,0.773209766813819,0.671923508995553,0.874846055799051,0.902060029164046,0.636175493652641,1.18462832758298,0.696206791742776,0.606855460489946,0.782085727656029,0.715792500865688,0.630863116080078,0.803916388717224,0.916413447406678,0.662824814907338,1.16561221501028
9.12,0.645782283286233,0.542450729365459,0.749763614189746,0.785027658442406,0.682803764157475,0.887347926398796,0.911358798117903,0.646130501087279,1.19584985153837,0.706749004540622,0.617202516360629,0.793688901800601,0.72536137016476,0.639896857637188,0.814301925205287,0.926642718713154,0.669925308423669,1.17698420290191
9.13,0.656407021590064,0.551479383294776,0.760256219641882,0.7970924510961,0.694143798924982,0.900704643962164,0.920502440912248,0.655370872254745,1.20829589807913,0.717210528297049,0.627267264791478,0.804901011774808,0.735115540712547,0.648862029439338,0.824903837945172,0.935803669373808,0.674217378558166,1.18860166997814
9.14,0.666170455953914,0.561197829823124,0.770285735065034,0.808991373840919,0.705500880878652,0.913725369979686,0.931283169123222,0.665483348603746,1.22101179472441,0.727747435530448,0.637157071134596,0.816067201224966,0.744753609926274,0.656841427270756,0.834523524214044,0.946301738026128,0.682263714302961,1.20105678068713
9.15,0.675756632172935,0.57080708264387,0.780178124719794,0.820343465916918,0.716054919000766,0.926049270650662,0.943191648387234,0.674806915610643,1.23349322954047,0.738426994141039,0.647509032216991,0.827628105623935,0.754087844727203,0.665690754297261,0.844955957776861,0.955340539923428,0.686937270039238,1.21290854579366
9.16,0.685918910552254,0.579538369855953,0.790954787510407,0.832368382445236,0.727680839824378,0.939678863493925,0.954068435970016,0.684239606890139,1.24453488987399,0.748695668401091,0.657528283561253,0.838609624148722,0.763895378840819,0.674100651438205,0.855519299297881,0.964859323772042,0.693703480773583,1.22461927148258
9.17,0.695540171509914,0.58951473925664,0.801847273828719,0.844260717740316,0.738556265235368,0.953297038767872,0.966355513822822,0.69252686516174,1.25791762183997,0.758853845106825,0.667546625814577,0.850351490537025,0.773398436790697,0.682875189587787,0.865822656196501,0.974260699776152,0.697850548517912,1.23710617928437
9.18,0.705241962521116,0.598571864904305,0.812704451158331,0.855928634183425,0.749466930008186,0.967312779990615,0.978027802665609,0.700910788488625,1.2690577769784,0.769413220819794,0.677538899634363,0.862289697661432,0.782396966342956,0.692137683534918,0.876024585170336,0.982109207422043,0.70356458395149,1.24832988721399
9.19,0.715517710601474,0.607146674712896,0.823306673447292,0.86756961461572,0.760585833097974,0.980883021844215,0.987982669735799,0.708527332797066,1.28204226788816,0.779419784038053,0.686587256671979,0.874376136180455,0.792240014283925,0.700998424416635,0.886622751855301,0.991032096588249,0.708259068802685,1.26139438017417
9.2,0.725202248636781,0.616599958721127,0.83449186970435,0.879842068581185,0.771900525050072,0.993857332507736,0.999261381681287,0.718356428330926,1.2945090947181,0.790564932183885,0.695995129903043,0.885981526155165,0.801921246600369,0.709088479809995,0.896950786420755,1.00005325751412,0.712863899082583,1.27340490548071
9.21,0.735124046128311,0.625865771966727,0.845570955138933,0.891658121794319,0.782534670279537,1.00704255503144,1.0102772639924,0.727082481307968,1.30721073222667,0.800704006277035,0.705740396115291,0.897139149676569,0.81116748626385,0.718099854569346,0.907553960166692,1.00920516529249,0.718190587751498,1.2882267664878
9.22,0.745285075355115,0.635459692057865,0.856072332640945,0.904089059570643,0.792920514844473,1.02053611068074,1.02065119881926,0.735733684515725,1.32030378276661,0.811554977493083,0.71504153618492,0.908667784031762,0.820626912339826,0.726261815938084,0.918063117696564,1.0185521656832,0.722110695325258,1.30248217465088
9.23,0.755183816077818,0.64492105608278,0.86706488186236,0.915947024949021,0.802995873569009,1.03454043077604,1.03140642730059,0.745090052022425,1.33243885517517,0.822359995306739,0.724855409282456,0.919978531505068,0.830318553890499,0.734185562841472,0.928571707084512,1.02888011552916,0.72704804767144,1.31448561862902
9.24,0.765238844648395,0.653984051579499,0.878318054151454,0.927803211398261,0.813573410704919,1.04872873129204,1.04206993054063,0.752933516944155,1.34436158073582,0.832930253251769,0.734249676217303,0.930919943124071,0.839833856871152,0.74199586029905,0.93844490268133,1.03814810519172,0.732386670699586,1.32665778365716
9.25,0.775000729161462,0.662981267766235,0.889685372096379,0.939535448614635,0.824265990511382,1.06282082461675,1.05293643490822,0.76017195175083,1.35842304338782,0.843604235321671,0.74374462835784,0.942319785531293,0.849752881299913,0.750256020423571,0.948935110180333,1.04729736442164,0.739809297690509,1.33806239415695
9.26,0.784912085297384,0.671951635811867,0.899914360032178,0.951243957604371,0.834020340035085,1.07642255582299,1.06337599507896,0.768137158741692,1.37097560937029,0.854398168766876,0.753934944838347,0.953736988103804,0.859086086036693,0.758909661413044,0.959901952911716,1.05565553310393,0.744425242101493,1.34931046213919
9.27,0.794527208858852,0.680784514503037,0.910850987481597,0.963117097016104,0.844661400869247,1.09032979289671,1.07487175625211,0.775952334758986,1.38509688289711,0.865243818358055,0.764197980414254,0.965259977703975,0.868290764969256,0.767095520385011,0.970910002881237,1.06551437940835,0.748957045598551,1.36467975307487
9.28,0.804078632725086,0.690050452042235,0.921310125925769,0.97499611859099,0.854721061704047,1.10360431231914,1.08560924935513,0.784892001497682,1.39642026888434,0.876169178032572,0.773602191022087,0.976983818146486,0.877471244249519,0.775387259708534,0.981802475199422,1.07426509320742,0.754067115748839,1.37961896922915
9.29,0.814243718486091,0.699043209056231,0.932286487866656,0.98714170144691,0.86510578341272,1.1176301822217,1.09572730977665,0.79439819016964,1.40954454914681,0.886182451075033,0.782997270754815,0.988612353633151,0.886644959779892,0.783899222145581,0.992876130370766,1.08213763180301,0.757657495964549,1.39153864196708
9.3,0.824580353506814,0.707524930842195,0.943151446393996,0.999098765081101,0.875332109858337,1.13164644513389,1.10620883288375,0.802112661152995,1.42273794070728,0.896787715851037,0.7921847321808,1.00106009517374,0.896078393165155,0.791732239550268,1.00362435692413,1.09125557811349,0.762854823487961,1.40664373217765
9.31,0.834880713501732,0.71544888146555,0.953908909896771,1.0115257606321,0.884872705087582,1.1456513531759,1.1167335775508,0.812228704003509,1.43693618512738,0.907465645639986,0.801508708273508,1.01280159412068,0.905918474526563,0.799787070645839,1.01466500355348,1.10070725152289,0.767619758814078,1.4188865529589
9.32,0.845226394824163,0.724230992530386,0.965383407307614,1.0235522572353,0.894764882483361,1.15938285248803,1.12776645053244,0.820690349757897,1.45069772559435,0.918070793185846,0.810610444626304,1.02497808543021,0.915235134251148,0.808224416139709,1.02526489206653,1.11084204020773,0.772172784842107,1.43447196078935
9.33,0.855387452110273,0.732800385996771,0.976213416181633,1.03582459710142,0.904347654694968,1.17287882479619,1.13734190419931,0.828643136338252,1.4646299624877,0.928236276237417,0.819707812559789,1.03670088313861,0.924299067004252,0.816149357076005,1.03555677235467,1.11935133623874,0.776487181930059,1.44999440068998
9.34,0.865291522635074,0.741342383282248,0.987115371163911,1.04776766945312,0.913947930983705,1.18691824036311,1.14780720543327,0.835166014391596,1.47745210137041,0.938605341822502,0.829750906735037,1.04889975024788,0.934146404017404,0.824379218974859,1.04597243363718,1.12775923912193,0.779329433919022,1.46496586963562
9.35,0.87534901692184,0.749991759832461,0.997472300119484,1.05960415372901,0.923676917008047,1.20097601293367,1.15805680549049,0.841476239624637,1.49271958227876,0.949059008466693,0.838885429848718,1.06097664046455,0.943680826609141,0.832367313731704,1.05687352563654,1.13878385663022,0.781712667677975,1.48052032955051
9.36,0.885042506885258,0.757772734809447,1.00831258324254,1.07153166555003,0.933630427733408,1.21502442731767,1.16855652779915,0.850160736099281,1.50680765652546,0.959335078091858,0.84764432299991,1.0735127720366,0.953222592225746,0.840465557368111,1.06750378584599,1.14857714457574,0.785918717085541,1.49444208793124
9.37,0.89517178010154,0.766356841084587,1.01912249791787,1.08404512893072,0.94350906778126,1.22808161061066,1.17947990682699,0.856741837858359,1.51938735126291,0.969777813185793,0.85708581731746,1.08536931558327,0.962797577573463,0.848874900901309,1.07854424714152,1.15554894072584,0.790471569222926,1.50923868575093
9.38,0.905079083616668,0.774862670750941,1.03055481380944,1.0958518497576,0.953931900628426,1.24302240757623,1.18985598726052,0.864392615785548,1.53355536559905,0.980230965055773,0.866459162742859,1.09739027645345,0.972119534656391,0.85700421747636,1.08986862147022,1.16426888542334,0.794296990927581,1.52364495453557
9.39,0.914846881821013,0.783760571617402,1.04136380123893,1.10812720208567,0.964094623897844,1.25679836929392,1.20009195173787,0.872420157572088,1.54823829740177,0.990521767865169,0.875853876777807,1.10934905679103,0.981334391978297,0.865015159206663,1.10077976038884,1.1742601657884,0.797565789335444,1.53865816707597
9.4,0.924646585171173,0.792849857180492,1.05265409531028,1.11992539571949,0.97382789441974,1.27001719565649,1.21081234056488,0.880902314760338,1.56290824625959,1.00094431048726,0.884967914951511,1.12069290223922,0.99119444758802,0.872836691052246,1.11111785224093,1.18398645363693,0.800000164628914,1.55342054653319
9.41,0.93438873564764,0.801183593724922,1.06364303020475,1.13177519085882,0.983806508976205,1.2844641649291,1.22146450899534,0.888609332833254,1.57633728868592,1.01145613626478,0.894336533753255,1.13300572693993,1.00053428393266,0.880391316851945,1.12206755389971,1.1919901909778,0.802566702113875,1.56739635482389
9.42,0.944365721943931,0.809992417751505,1.07563572643891,1.14393919402697,0.993289033205428,1.2980736645851,1.23304151488126,0.89670020480816,1.59189373369888,1.02179254057799,0.903395522803962,1.14447035805965,1.00988178534394,0.888041452712455,1.13254632249849,1.20141790115427,0.804859891679217,1.58238362616784
9.43,0.954158864117986,0.818794364799811,1.08710319800286,1.15555034524355,1.00301269914798,1.31261981573015,1.24468356485977,0.903491378009757,1.60605945913218,1.03253587952116,0.912146785753604,1.1563951234242,1.01939874046493,0.895416660639061,1.14351492198381,1.21063183584775,0.808051242775202,1.5979485851942
