mstar,z5_withAGN,z5_withAGN_q16,z5_withAGN_q84,z7_withAGN,z7_withAGN_q16,z7_withAGN_q84,z10_withAGN,z10_withAGN_q16,z10_withAGN_q84,z5_withoutAGN,z5_withoutAGN_q16,z5_withoutAGN_q84,z7_withoutAGN,z7_withoutAGN_q16,z7_withoutAGN_q84,z10_withoutAGN,z10_withoutAGN_q16,z10_withoutAGN_q84
6.83,-1.61763154345734,-2.08824828151885,-1.15105940276547,-1.95164985301166,-2.58986900607879,-1.3245856133874,-1.55357122013312,-2.82319807162922,-0.353212994574692,-1.71339917277271,-2.16758506644721,-1.2642392350733,-1.44886448784444,-1.91259514848897,-0.983029577166195,-1.1314604634018,-2.73779274412839,0.461978840423273
6.84,-1.6080359780826,-2.07651853576562,-1.14349844498272,-1.9396511802234,-2.57497368570477,-1.31545486056833,-1.54297795093052,-2.80693150139558,-0.347447424232702,-1.70284846495963,-2.15518042569448,-1.25582108557713,-1.43939991271258,-1.90087488788123,-0.975696461361583,-1.12295863163805,-2.72116029307881,0.464262816632376
6.85,-1.597909949285,-2.06440967846878,-1.13570301688069,-1.9273212274229,-2.56013396657596,-1.30632410774927,-1.53190893062857,-2.78992375597185,-0.340630660738412,-1.69241389230467,-2.14277578494175,-1.24725145882483,-1.42964063662829,-1.88915462727349,-0.96807208106287,-1.11322469958103,-2.70570255309427,0.465961162598237
6.86,-1.5879342291788,-2.05230082117194,-1.12770356867028,-1.91499127462241,-2.54542138784645,-1.29721518884283,-1.52106565138205,-2.7743983609283,-0.333599894995043,-1.68186953145982,-2.13018511167491,-1.23895340958503,-1.41991922068976,-1.87741496899495,-0.960452831987648,-1.10408335987902,-2.68953238697623,0.466418554056916
6.87,-1.5781612261452,-2.04087244472635,-1.1198111793236,-1.90359820184054,-2.53049090185347,-1.28801354113097,-1.5112106941421,-2.75813179069466,-0.32649836583897,-1.67123059875836,-2.11742650329796,-1.23056663708859,-1.41056058348898,-1.865714106058,-0.953593230510065,-1.09486245630746,-2.67215678157382,0.467351745458016
6.88,-1.56833718022644,-2.0294181063866,-1.11201107244868,-1.89184160984572,-2.51549317706367,-1.27879715431852,-1.50113181770365,-2.74165371996064,-0.319673751912277,-1.66044264774732,-2.10493828672203,-1.22214848759241,-1.40120194628821,-1.85420553339717,-0.946197079716204,-1.08513974883518,-2.65606415113885,0.470068917420167
6.89,-1.55885137288514,-2.01747138560748,-1.10420870394809,-1.88028228216313,-2.50026385494431,-1.26980109647299,-1.49057202748073,-2.7247795967497,-0.313927391680677,-1.64987978657125,-2.09210552250098,-1.2131153488423,-1.39179298394454,-1.84279923618518,-0.938562973755524,-1.07642134784549,-2.63933003322016,0.472786089382318
6.9,-1.54936556554384,-2.00531967863805,-1.09699671706323,-1.86809765779091,-2.48560176346068,-1.26067034365393,-1.4792084092827,-2.70790547353876,-0.308172811991053,-1.63931692539518,-2.07927275827994,-1.20422055419809,-1.38206451940123,-1.83154614892819,-0.930928867794844,-1.06751800107098,-2.62259591530146,0.475065782996165
6.91,-1.53887059387102,-1.99367681753928,-1.08937077458528,-1.85595449971101,-2.47052589983639,-1.25153959083486,-1.46882798335003,-2.69103135032783,-0.303370834840481,-1.62929436286791,-2.0664399940589,-1.1952295812057,-1.37233218045225,-1.82035497095019,-0.923294761834164,-1.05918967638715,-2.60684266879125,0.47686627739013
6.92,-1.5293317639609,-1.98160965089466,-1.08127692606938,-1.84355976579839,-2.45581112271265,-1.24234015587208,-1.4582592749172,-2.6754307021885,-0.296663652611806,-1.61902153381253,-2.05360722983786,-1.18664049140459,-1.36268878554808,-1.80920218872343,-0.915987571174971,-1.05040463896074,-2.59089649485556,0.478311390226816
6.93,-1.52000953000548,-1.96927318657988,-1.07348392042079,-1.831988969259,-2.44067958144004,-1.23327342641693,-1.4481590340074,-2.65842762670312,-0.291294395506893,-1.60857972082337,-2.04077446561681,-1.17791003131202,-1.35286750255428,-1.79797261499417,-0.908902763051035,-1.04241135196381,-2.57495032091988,0.479484342473249
6.94,-1.51006556460255,-1.95693650990801,-1.06561278232197,-1.81988364389813,-2.42597749990263,-1.22389660816172,-1.43629827849045,-2.64257198184806,-0.285276675813267,-1.59801499935975,-2.02808919647021,-1.16894408899817,-1.3431351636053,-1.78678143701617,-0.901382247043711,-1.03286630267946,-2.55900414698419,0.481943771732515
6.95,-1.5009983722226,-1.94460025795032,-1.0576197848674,-1.80800770560028,-2.41104701390965,-1.21468604505471,-1.42575620421186,-2.62615717715345,-0.279587448382345,-1.58726070773821,-2.01511873159599,-1.16043168422959,-1.33372111815153,-1.77558850064355,-0.8934704324282,-1.02355903229264,-2.5430579730485,0.484228068928316
6.96,-1.49125931643208,-1.93235691156333,-1.04986161819845,-1.79570074036402,-2.39611652791668,-1.20541732065126,-1.41498825942732,-2.61028587525675,-0.274950624394871,-1.57640684340129,-2.00227617295368,-1.15171865103432,-1.32437620943099,-1.76439908106016,-0.885921989235078,-1.01598776545841,-2.52645359864802,0.486594519161112
6.97,-1.48171944106915,-1.91993631480996,-1.0421034515295,-1.78395989557093,-2.3811860419237,-1.19618661184606,-1.40422031464278,-2.59469829669776,-0.26882270920627,-1.56619342958591,-1.98974717361894,-1.14331985776946,-1.31469043944421,-1.75320790308215,-0.878651077668044,-1.00717990328995,-2.50963466986289,0.48796870910617
6.98,-1.47158656653248,-1.9076278947488,-1.03434528486054,-1.7720220491437,-2.36625555593072,-1.18703193601827,-1.39268020496101,-2.57728492792502,-0.262510080461622,-1.5555862396613,-1.97707027798043,-1.13489446992385,-1.3054809614166,-1.74177443288987,-0.871381381997063,-0.998744927255565,-2.4926648568603,0.489355149650182
6.99,-1.46127195386665,-1.89622269913633,-1.02658711819159,-1.7597183429481,-2.35154388009454,-1.17782151634893,-1.38017038540863,-2.5606196893559,-0.25681843162371,-1.54476424826232,-1.9643812927636,-1.12638206515527,-1.29543291826796,-1.73013778188246,-0.863397292377852,-0.98990695896115,-2.47482551558189,0.490822134835111
7,-1.45119985178624,-1.88458693955803,-1.01812344435624,-1.74825782273586,-2.33677710130541,-1.16922664328593,-1.36933018486622,-2.54560721936206,-0.25128587466045,-1.53354356507914,-1.95150118793434,-1.11786966038669,-1.28638357220692,-1.7182939884557,-0.856571715144581,-0.981028334552627,-2.45917788350751,0.491951359934406
7.01,-1.44147389387087,-1.87264444655671,-1.0101403833334,-1.73565685744329,-2.32172091929169,-1.16023206264418,-1.35935447889254,-2.5301694824855,-0.247512610350497,-1.52281440556837,-1.93903546348965,-1.10925843461518,-1.27741312309382,-1.70693046342223,-0.848930966286682,-0.972299216972623,-2.44235895472238,0.492767652781964
7.02,-1.43176896833772,-1.86070195355538,-1.00183627010954,-1.72431105784158,-2.30666473727797,-1.15113656789853,-1.349328075684,-2.51413323719004,-0.241286041698321,-1.51237202215781,-1.92656973904496,-1.10009045066152,-1.2683744686383,-1.69519263371862,-0.841579825843609,-0.964743189995254,-2.42554002593725,0.494839658831458
7.03,-1.42167365731097,-1.84875946055406,-0.993880556584927,-1.71293745555512,-2.29160855526425,-1.14197055700604,-1.33879686672719,-2.49786666695639,-0.23594484714518,-1.501928733599,-1.91404867159932,-1.09233244608094,-1.2587828611432,-1.68410772901134,-0.834093373626489,-0.954807724155178,-2.41100869363049,0.496213848776516
7.04,-1.41183436494213,-1.83680177868266,-0.985762375166689,-1.70087870182142,-2.27655237325054,-1.13283980418697,-1.32884470115099,-2.48160009672275,-0.231048323924592,-1.49107480964144,-1.90038426575842,-1.08331313295057,-1.24909435306863,-1.67267740674168,-0.826600593120458,-0.94552486811069,-2.3962456307427,0.498147850828469
7.05,-1.40235566189375,-1.82487447455141,-0.977965436041622,-1.68881994808772,-2.26149619123682,-1.12370905136791,-1.31854716757415,-2.46533352648911,-0.226151800704004,-1.48022088568387,-1.8877461409306,-1.07395066689326,-1.2396756256985,-1.6608504222569,-0.81901088542099,-0.936717005942225,-2.37953911820479,0.500146287859779
7.06,-1.39193415970231,-1.81293198155008,-0.970125889938748,-1.67676119435401,-2.2468116679869,-1.11457829854884,-1.30810056894918,-2.44906695625547,-0.221255277483416,-1.46933800871846,-1.87456750004359,-1.06543261875763,-1.23023765073406,-1.64971062848031,-0.81114827317889,-0.928257189376516,-2.36436935628656,0.502144724891089
7.07,-1.38313509078083,-1.80098948854876,-0.96265972202179,-1.66470244062031,-2.23188118199393,-1.10558099747813,-1.29654086679737,-2.43280038602183,-0.21614125537051,-1.45852877710023,-1.8620891646031,-1.05731479655428,-1.22091389452265,-1.63811263654969,-0.803517104895992,-0.918258599755931,-2.34971940457627,0.503682170960649
7.08,-1.37355484165408,-1.78895495847844,-0.955033836648801,-1.65295735796584,-2.21695069600095,-1.0963167929107,-1.28512042656526,-2.41652636448979,-0.210136712145438,-1.44828475218311,-1.84982133358224,-1.0487596948996,-1.21128058355766,-1.6264418422746,-0.795947379553281,-0.908478233508594,-2.33459750840491,0.504922592212279
7.09,-1.36344330840642,-1.77699563806217,-0.94660725163013,-1.6405849331529,-2.20202021000797,-1.08718604009163,-1.27286811251908,-2.40026724555455,-0.205350892119464,-1.43812455963186,-1.83753771036427,-1.04064651194383,-1.20206110287986,-1.61468125970097,-0.788346820710479,-0.899346147049004,-2.31884341662317,0.504506923730176
7.1,-1.35279697823315,-1.76495598497218,-0.938767705527257,-1.62908101472737,-2.1872225532831,-1.07805528727257,-1.26235778395934,-2.38394341917293,-0.199883561747547,-1.42758535306712,-1.82469896390783,-1.03274561270088,-1.19258823896615,-1.60307295806645,-0.780817488533331,-0.889493776363692,-2.30022972093081,0.506153167045416
7.11,-1.34215064805989,-1.75275691303142,-0.930304738030332,-1.61705725629638,-2.17226701271978,-1.06945534594875,-1.25097597994038,-2.36763769431656,-0.195474142463746,-1.41731247987699,-1.81283438068876,-1.02405699363293,-1.18310885583706,-1.59140444186338,-0.77355702977855,-0.88038246339609,-2.28529516991367,0.507207368336978
7.12,-1.33185049355599,-1.74127702354213,-0.922700382132211,-1.60540285890197,-2.15736357477139,-1.06030896883491,-1.23952961208786,-2.35110057043832,-0.190993432041542,-1.40693397952164,-1.80076578962772,-1.0149760151195,-1.17364337412191,-1.57994303032198,-0.76627210798057,-0.871176060769468,-2.2696904656292,0.509260277165424
7.13,-1.32228311045098,-1.72928928856917,-0.915249067218639,-1.59328690281326,-2.14235593159312,-1.05066302881536,-1.22756755728055,-2.33520096461998,-0.185468967025674,-1.39647839079214,-1.78848011135715,-1.00593448770664,-1.16425843591435,-1.56829541706583,-0.759150977435242,-0.862796808563584,-2.25311956745522,0.509955748227093
7.14,-1.31244177773068,-1.71735065829836,-0.907409521115765,-1.58126605121795,-2.12802006598685,-1.04153227599629,-1.21683056788347,-2.31893439438634,-0.178718313360405,-1.38587120086753,-1.77555931617167,-0.997496258449213,-1.15446729226452,-1.55655411414225,-0.751672788060151,-0.853777361448096,-2.2360412361825,0.512076631914418
7.15,-1.30276772684941,-1.70544954453816,-0.899569975012892,-1.56968048083611,-2.11306949756885,-1.03240152317723,-1.20616628168566,-2.3026678241527,-0.174130157540314,-1.37524539599343,-1.76300298650132,-0.989289469968948,-1.14489712919466,-1.54467856191501,-0.743962260662672,-0.844897298049273,-2.21866803867349,0.514388151467517
7.16,-1.29294394514178,-1.69350705153683,-0.89173042891002,-1.55829594713656,-2.09832343373628,-1.02327077035816,-1.19533995859912,-2.28640125391906,-0.169802297109254,-1.36478346099631,-1.75000166863582,-0.980912855282855,-1.1354382807174,-1.53300877451135,-0.736315244573349,-0.835639785615918,-2.20189275033987,0.515338818579205
7.17,-1.28265928783406,-1.68160664882742,-0.88350247778328,-1.54636634330183,-2.08342811336227,-1.01414001753909,-1.18402562275461,-2.26899344860181,-0.164550796135378,-1.35405484537683,-1.73760495246818,-0.972536240596761,-1.12579126587346,-1.52135572157402,-0.729194446542059,-0.826103364726432,-2.1845902299657,0.517190651363656
7.18,-1.27281410529153,-1.66999696575255,-0.875201018865805,-1.53416134764846,-2.06900867136822,-1.00500926472002,-1.17253376081676,-2.25365304605633,-0.16056291136826,-1.34355681246522,-1.7251879603297,-0.964159625910668,-1.11623833421286,-1.50978595840842,-0.721638832383262,-0.817085294942089,-2.16728770959153,0.51966863126107
7.19,-1.26296422264125,-1.65818817844732,-0.867573059520261,-1.52250713563237,-2.05466567246308,-0.99569080138716,-1.1619382783147,-2.23760154321813,-0.156575026601142,-1.33299395128915,-1.71279160483096,-0.955433952715593,-1.10622502928723,-1.49833143774706,-0.714208885529998,-0.808523527804857,-2.15004401057126,0.522146611158485
7.2,-1.2532505106714,-1.64601348698091,-0.859709827199346,-1.51031080976991,-2.03996239383865,-0.986185725685203,-1.15190338288109,-2.22107622823869,-0.1501616313746,-1.32247295168748,-1.7000069356272,-0.946703961034085,-1.09666795618807,-1.48699801541279,-0.707056401372255,-0.799845643391781,-2.13394827422238,0.524624591055899
7.21,-1.24357205520892,-1.63387552245655,-0.852532698395655,-1.49785739894772,-2.02570529536936,-0.976395659248594,-1.14040574365961,-2.20506840275085,-0.143655896789236,-1.3117881507891,-1.68739246843622,-0.937973969352578,-1.08716624416093,-1.47602934910275,-0.699365717766465,-0.79077806548333,-2.1179497173184,0.526732756244777
7.22,-1.23400125489601,-1.62183642140014,-0.844693152292782,-1.48533850793362,-2.01136265317784,-0.96674808817931,-1.12985564776776,-2.18825789454872,-0.138148002620316,-1.30101368147064,-1.67491413299572,-0.929243977671069,-1.07802660757046,-1.46493563110312,-0.691813000613368,-0.781948572279711,-2.10194679998558,0.529580550850728
7.23,-1.22414999902653,-1.60979628531204,-0.836578435336661,-1.47331444679388,-1.99595215433506,-0.957100517110028,-1.11780087247214,-2.17227060275467,-0.132691683834085,-1.2903613416182,-1.66243579755523,-0.920937034649819,-1.06855381884047,-1.45324754071689,-0.684626096341054,-0.771703294457769,-2.0858144184655,0.532283445356952
7.24,-1.21412931646268,-1.59796710752623,-0.828758208108913,-1.46171976794384,-1.98123943540581,-0.947667941760949,-1.10671329854444,-2.15626869204993,-0.127288336934364,-1.27978350743676,-1.6502141697539,-0.91230266605481,-1.05919085047156,-1.4412351581162,-0.677059100103891,-0.76365117457996,-2.06930671247035,0.535325755302791
7.25,-1.20425793590493,-1.58602461452491,-0.820341762721216,-1.44970795401071,-1.96659026273464,-0.938449948125263,-1.09585780464982,-2.14000212181629,-0.122353098766954,-1.26913881281121,-1.63746235754813,-0.903797162819486,-1.04995366468704,-1.42975135304545,-0.669870432849534,-0.753844506273876,-2.05193002883529,0.537025614025706
7.26,-1.19441861701664,-1.57490218504166,-0.81240459303245,-1.43715078297797,-1.9512324752252,-0.928664975973794,-1.08405994518,-2.12373555158264,-0.116323666023361,-1.2585849217722,-1.62446661670081,-0.895009151810389,-1.04040065158043,-1.41781183142748,-0.662524768137183,-0.746154430055575,-2.03604757957987,0.539579285056315
7.27,-1.18458099627258,-1.56256255808844,-0.804609435859316,-1.42530832228857,-1.93647058589465,-0.919239663606391,-1.07333163722465,-2.107468981349,-0.110376926091969,-1.24804604308417,-1.61169827682707,-0.886362394688178,-1.0306681699655,-1.4058723098095,-0.655014666205969,-0.737205894499541,-2.01906379914272,0.541684075572863
7.28,-1.1746060857983,-1.55020301324229,-0.796878152168139,-1.4135201160561,-1.92227415506935,-0.909803951020275,-1.06339045340628,-2.09120241111536,-0.104430186160576,-1.23771079353502,-1.59948448103356,-0.87785559923178,-1.02112711326452,-1.39414807270469,-0.6476705711874,-0.728700439362473,-2.00150344192661,0.542867292481228
7.29,-1.16480275744052,-1.53774527715624,-0.78907946030424,-1.40173190982364,-1.90734494884762,-0.900466979544114,-1.05344926958792,-2.07434672694339,-0.099383039191797,-1.22709753002834,-1.58702198724795,-0.869600461643396,-1.01215308372636,-1.38224806649349,-0.640287315198696,-0.720529907292485,-1.98523356573533,0.543320810326626
7.3,-1.15472761519375,-1.52556776637231,-0.781119351063979,-1.38957919110162,-1.89237891713839,-0.891319980997609,-1.04350808576956,-2.05752238319278,-0.092841019378914,-1.21611436864241,-1.57403572233471,-0.861588349989316,-1.00261712255088,-1.37027506108351,-0.632476675333393,-0.711509162757165,-1.968148719292,0.547085558754758
7.31,-1.14473677518726,-1.51351136527458,-0.7727821402878,-1.37811950858609,-1.87717232870197,-0.881830204912524,-1.0338910156679,-2.04100299740025,-0.0889558571808512,-1.20584730565471,-1.56123301792341,-0.853985112560688,-0.992997860982739,-1.35847971513505,-0.625059634673396,-0.701411752275403,-1.95438539904747,0.548746658052969
7.32,-1.1346648069102,-1.50145496417685,-0.765199132583458,-1.36598644053263,-1.86191963894729,-0.872322152838171,-1.02391572208468,-2.02329340642754,-0.0832720219489729,-1.19536235151442,-1.54843031351212,-0.845116817468619,-0.983601176759602,-1.34736697244798,-0.618142826791411,-0.691424250889632,-1.93889763052473,0.550737634928227
7.33,-1.12478622865293,-1.48979651703742,-0.756813568034661,-1.35303327268494,-1.8470429293163,-0.863110478136446,-1.01368453431447,-2.00829698622285,-0.0777573829552964,-1.18509860785405,-1.53562760910083,-0.836688092696721,-0.974135743579383,-1.33574107551143,-0.610334011764596,-0.681445948016994,-1.9213796364906,0.552487041936652
7.34,-1.1149935419889,-1.47768653855123,-0.748742665256366,-1.34090394316342,-1.83191897315786,-0.854352040952278,-1.00265430812262,-1.99304573307318,-0.0717747876982855,-1.17455103364809,-1.52347169382871,-0.827562826909925,-0.964830469301809,-1.32396286808464,-0.60252519673778,-0.672680305379432,-1.90356997886126,0.554287536330617
7.35,-1.10474959644275,-1.46607272466596,-0.740482794501912,-1.3295046451757,-1.81670014279809,-0.845110055940945,-0.992775317987791,-1.97543560061141,-0.0652563659845861,-1.1637158931186,-1.5111006704269,-0.818943624242455,-0.955305523668921,-1.31225594074599,-0.59500111360729,-0.663570314767662,-1.88779913139224,0.556088030724582
7.36,-1.09476069952493,-1.45465719151033,-0.732882997383383,-1.3177258743079,-1.8020458826653,-0.835146897496791,-0.982231285127727,-1.95899423924226,-0.0610626994842751,-1.15303190910291,-1.49900323036287,-0.809825196490341,-0.945715875367844,-1.30049740542812,-0.587974431373412,-0.654503584158468,-1.87265517123062,0.557888525118546
7.37,-1.08499587051642,-1.442714698509,-0.724801602200495,-1.30613616691435,-1.78709051169009,-0.826135611880645,-0.971606793386898,-1.94190262462647,-0.0560070049660517,-1.14242514220444,-1.48618406372759,-0.800860932569848,-0.936572264765776,-1.29009217586952,-0.580557390713415,-0.644511762253358,-1.85751121106901,0.559689019512511
7.38,-1.0752603106775,-1.43077220550768,-0.717029932705175,-1.29409267124604,-1.77275898943677,-0.816559269826099,-0.961501066140055,-1.92573217094764,-0.0493618274515175,-1.13200041845404,-1.47355633092981,-0.792032442148579,-0.927478635771062,-1.27848809636073,-0.573140350053418,-0.635746414419415,-1.84278986330861,0.562540770504302
7.39,-1.06559184929051,-1.41863878428651,-0.709478367901632,-1.28193223899157,-1.75805288663031,-0.80741323552228,-0.950381285801142,-1.90984269819261,-0.043588109208945,-1.12171022367791,-1.46084853328251,-0.783398719335116,-0.918292851858975,-1.26706825335302,-0.565721759159441,-0.626426812419437,-1.8275164640216,0.564467064040116
7.4,-1.05574174416573,-1.40669977421565,-0.701518258661371,-1.26964615193723,-1.74349192095419,-0.7985752527239,-0.939611614773787,-1.89246523315737,-0.0394828702912928,-1.11117386659167,-1.44865193530595,-0.774545349218192,-0.908453400355688,-1.25567707726675,-0.558196702498161,-0.618416523090065,-1.81252051383009,0.565713850075391
7.41,-1.04571399144519,-1.3949447265037,-0.69355814942111,-1.25764228173037,-1.72825016072056,-0.78869364543954,-0.928956697185303,-1.876291868286,-0.035789093574307,-1.10059644141846,-1.43562783635067,-0.76587907750723,-0.898810835424515,-1.24382234234187,-0.550776234687992,-0.608040385769569,-1.79693537042254,0.567478734336491
7.42,-1.03605344128843,-1.38269241245737,-0.68593196144022,-1.24515163989095,-1.7133084931211,-0.779880236269915,-0.918588937079337,-1.86136836759529,-0.0295787684726803,-1.08993289549764,-1.42321890112746,-0.756909336194487,-0.889200793970501,-1.23203537121566,-0.54288513176713,-0.60006062565322,-1.78179141026092,0.568691491482335
7.43,-1.02621544750613,-1.37048507822659,-0.678303015174063,-1.2327878907742,-1.69833606174339,-0.771114211513952,-0.907646862008334,-1.84470749510735,-0.022553767164071,-1.07914975134153,-1.41126232055792,-0.748632577092425,-0.879915547232629,-1.22036964456879,-0.535181865767185,-0.590800010595993,-1.76664745009931,0.568828607797605
7.44,-1.01594412939226,-1.35897968362259,-0.670507422409516,-1.22050180371985,-1.68340685552166,-0.761798520733978,-0.896991944419849,-1.82858325266934,-0.0192063009756068,-1.06874990397885,-1.39924227055417,-0.739805949361533,-0.870491672369278,-1.20889155593674,-0.52779116412797,-0.583337814429725,-1.75150348993769,0.569886272104098
7.45,-1.00602454881347,-1.34718051604836,-0.662803277873592,-1.20821571666551,-1.66847764929993,-0.752690205827614,-0.886337026831364,-1.81162356161292,-0.0134234268825646,-1.05768341187881,-1.38711638290066,-0.730856430703172,-0.861246664791252,-1.19747338990729,-0.520400462488755,-0.574526806800892,-1.73281409579984,0.570963285177376
7.46,-0.996210039131219,-1.33560986530909,-0.655210891583785,-1.19624552456999,-1.65412735733654,-0.743542865758736,-0.875682109242879,-1.79534827444905,-0.0064128172611253,-1.04718560559773,-1.37441910014401,-0.721811399661314,-0.851879693764742,-1.18631430677251,-0.513081323944917,-0.5643843099234,-1.71869719627663,0.572284522349361
7.47,-0.986338571134507,-1.3236545092622,-0.647562626170919,-1.1847702525395,-1.6395999881817,-0.734206235804947,-0.865044452665817,-1.77916698078504,-0.000496508098067228,-1.03645673917699,-1.36187893461057,-0.713179954350428,-0.842151850878188,-1.17469840664265,-0.505813299084134,-0.555376468158181,-1.70501774274272,0.573838397384051
7.48,-0.976606206475389,-1.3120155616923,-0.639914360758054,-1.17335576914102,-1.62426771512581,-0.725041653167679,-0.854859779935382,-1.76338171535473,0.00475886427078553,-1.02554412201426,-1.34961288725169,-0.704908946830588,-0.832352458694196,-1.16308863119105,-0.498716130771328,-0.545011300997778,-1.68717594713095,0.574116929330071
7.49,-0.966916419681192,-1.29978914671927,-0.632260698818878,-1.16130632943103,-1.60931396463272,-0.715281071851852,-0.84428718584663,-1.74652246587098,0.00966141541849463,-1.01517503299287,-1.33717815569233,-0.696499245699793,-0.82283984098651,-1.15163790000463,-0.491277249362569,-0.535943212625236,-1.66990268640836,0.575174593636564
7.5,-0.957009566855576,-1.28756273174623,-0.624348867485036,-1.14917527426086,-1.59530969044111,-0.706073309031197,-0.833641902806566,-1.73092686614836,0.0150193849150351,-1.00463170071494,-1.32440903433452,-0.688036374948778,-0.813226610678505,-1.13998892929365,-0.484135862133455,-0.527888225940106,-1.65403633566167,0.57645856961681
7.51,-0.947209448786666,-1.27561639376584,-0.616190441249551,-1.13728729346238,-1.58121527221229,-0.696505942484496,-0.822751296277548,-1.71533126642575,0.019478430351184,-0.994085594911186,-1.31184144910185,-0.679502642820513,-0.803349508204421,-1.12830788403835,-0.476885176685569,-0.519403439880027,-1.63971723307182,0.57921673509661
7.52,-0.93713931471914,-1.26421169268025,-0.608433067167275,-1.12546069875067,-1.5672111370342,-0.687490483991397,-0.812904073045167,-1.69944859716608,0.0257726063741046,-0.983539489107433,-1.29928061870373,-0.670873274233328,-0.793838418785303,-1.11678247989758,-0.469682684907311,-0.510175553441063,-1.62278730317527,0.580923568941436
7.53,-0.927177636839201,-1.25229840531998,-0.600140956852476,-1.11378347648117,-1.55269544035174,-0.678802142473009,-0.801599419143226,-1.68346531761892,0.0308945878692986,-0.972993383303679,-1.28672061367217,-0.661764148742234,-0.784778870792227,-1.10516691592456,-0.46204011907649,-0.501285321103895,-1.60781323364513,0.583079037470759
7.54,-0.917912936413677,-1.24095190940307,-0.591933218436336,-1.10167214667876,-1.53813428765941,-0.670036209949407,-0.792152021028952,-1.66748203807176,0.0361418952034762,-0.962447277499926,-1.2743597743897,-0.65322221613158,-0.775035153247525,-1.09312336484803,-0.454467699493468,-0.492360332574259,-1.59238178724586,0.585510398346559
7.55,-0.908322359844437,-1.22910665936548,-0.584204278301567,-1.08965953582536,-1.52301840034744,-0.661275993744732,-0.783277700883255,-1.64980631823689,0.0418059947532973,-0.951998188306586,-1.26200774748578,-0.644417481764317,-0.765957225952546,-1.08223342644784,-0.447133202264972,-0.483110499015737,-1.57578961877113,0.587954197636264
7.56,-0.898208858442111,-1.21719520669932,-0.576002911364406,-1.07763547866376,-1.50738958153258,-0.652311871972341,-0.773449230138651,-1.63440323343931,0.0470938076097177,-0.94204534874294,-1.24949380800254,-0.635606438144063,-0.756746924780555,-1.07066802926549,-0.439894337249847,-0.473734173032457,-1.55931283480914,0.591096215977274
7.57,-0.888408740373201,-1.20507762688656,-0.567652481971667,-1.06617165037467,-1.49225618291832,-0.64334775019995,-0.762875755427835,-1.61853155602984,0.0523816204661381,-0.931544035950375,-1.23657618233103,-0.627329100030695,-0.747522482114673,-1.05931587196768,-0.432303751382258,-0.464610831898695,-1.544864960144,0.593475852892088
7.58,-0.878715566184948,-1.19313300235886,-0.55953024417349,-1.05420118896324,-1.47768006928812,-0.634383628427559,-0.751271547611863,-1.6034787191651,0.0603017640854002,-0.921102033135159,-1.22362041933429,-0.618834442024693,-0.73813430260276,-1.04779604877674,-0.424913809584792,-0.455714363998223,-1.52846275764475,0.596312462022624
7.59,-0.868773220102655,-1.18110190018864,-0.551482927769246,-1.04186388437947,-1.46318922519328,-0.625419506655168,-0.740526414289197,-1.58806030215087,0.0672274619973117,-0.910621520928335,-1.21061297898988,-0.610099154158158,-0.728671306916008,-1.03636644749439,-0.417500949524587,-0.446111164781653,-1.51363541649917,0.5982919192214
7.6,-0.858265406372008,-1.16907079801841,-0.544025085395523,-1.03023543603616,-1.44871409186541,-0.616455384882777,-0.729072593549795,-1.57232356635645,0.0720771519788067,-0.900284455963947,-1.1985141244182,-0.6013034762588,-0.718930441308113,-1.02477667058323,-0.410021267878404,-0.43781740906962,-1.49776799834705,0.598648484478995
7.61,-0.848495704898214,-1.15729389297345,-0.536221467311961,-1.01822658005,-1.4345610011257,-0.607626042124538,-0.716782958831696,-1.55608889716158,0.0760689277452558,-0.889940425100469,-1.18652224568489,-0.593306069161634,-0.709699682160387,-1.0129555711164,-0.402419886177566,-0.428019926978376,-1.48264462127431,0.600109444923184
7.62,-0.838894441138815,-1.14540217147977,-0.5281957477943,-1.00593341651473,-1.42044784235316,-0.598173851689738,-0.704511196956161,-1.53858348883098,0.0804340434227088,-0.87951467839416,-1.17430060911565,-0.585133235622442,-0.700667741391659,-1.00138185721126,-0.394920747432664,-0.420342099910952,-1.46745021060804,0.601257455087156
7.63,-0.82840983765765,-1.13320047744316,-0.520283609674025,-0.993980618922328,-1.40569457027182,-0.588479920950967,-0.69351089421902,-1.52337817957705,0.0849747193606825,-0.869090221279407,-1.1618360025854,-0.577193438242353,-0.691184448266066,-0.989742192409268,-0.387714333553496,-0.411373032002046,-1.44976706226738,0.602646170890469
7.64,-0.818741408474126,-1.12131047255434,-0.51211212838634,-0.981729023034627,-1.39111424489225,-0.579262842623602,-0.682482840963964,-1.50668433855906,0.0905499311240686,-0.85852509294511,-1.14860835053184,-0.568251786529072,-0.68145178476205,-0.978899641023446,-0.380297292893498,-0.402255317176354,-1.43234893631664,0.605037447385412
7.65,-0.809159306368513,-1.10892819118881,-0.504260916446923,-0.970353827136251,-1.37624416062422,-0.569931156981049,-0.672603659197106,-1.49010849740027,0.0959329523740461,-0.847938523073283,-1.13633082787025,-0.559851651713626,-0.671569039964554,-0.967565979064215,-0.37282856970234,-0.393768118639432,-1.41738452321342,0.608729822222151
