with_agn,with_agn_err,without_agn,without_agn_err,delta_mstar,delta_mstar_err
8.63371740938327,0.275324412339565,8.65230890364211,0.241781880481676,0.0185914942588408,0.366417807645019
8.9985639639782,0.209024332770128,8.98715619150899,0.208735769539994,-0.0114077724692141,0.295401071723598
8.94745107274249,0.157550580642293,8.93610637871021,0.107445605388525,-0.0113446940322746,0.190700664859959
9.06700899233895,0.138942863340037,9.16788123553743,0.0931346671143671,0.100872243198481,0.167269798504189
9.36355695482659,0.0580733936181464,9.29845340857751,0.106168912295459,-0.0651035462490768,0.121013871041005
9.38035553498267,0.156831954307776,9.8900952941444,0.160271352598621,0.509739759161727,0.224239087484292
8.64793316327997,0.22077439969656,8.61538726966256,0.15236398653567,-0.0325458936174083,0.268246379200947
8.28028902448496,0.710369442957996,9.14319038068574,0.158695657551769,0.86290135620078,0.727879837070819
8.33108737899088,0.261126347675645,8.31288119885236,0.277948460572004,-0.0182061801385167,0.381369002653295
9.07863454834988,0.497441099725991,9.22271906784745,0.171261770188834,0.144084519497568,0.526097178879355
8.2323834272585,0.637828612251483,9.23532152438607,0.147028596888026,1.00293809712757,0.654555381086669
4.68688801580655,0.686700345435378,9.66357127025065,0.144266676413192,4.9766832544441,0.701690984938795
4.53297279935241,0.343514506127198,8.26209360156404,0.243454100780736,3.72912080221163,0.421036952186824
8.63769623723534,0.209439370233113,8.64152481857703,0.16250389579927,0.00382858134168806,0.265089354659109
4.65183805178985,0.409951127300378,9.2357969248338,0.26222608081482,4.58395887304395,0.486644063186176
8.95129792683045,0.0967573086785945,8.69183987064225,0.260370181385557,-0.259458056188205,0.277767183334304
8.4974665690788,0.182140777465247,8.72509201634389,0.166637897437881,0.227625447265092,0.24686727542986
8.53568329858106,0.129194746863343,8.87372749942855,0.0937150027329508,0.338044200847486,0.159605088748198
8.95482431378375,0.680568974147234,9.31565670905903,0.055068795029326,0.360832395275283,0.682793307493418
8.59016132130709,0.781243246124464,8.99550647321207,1.86865326515437,0.405345151904982,2.02539034138785
8.73366865881418,0.115264218373611,8.86131620023159,0.108337631210427,0.12764754141741,0.15818622687695
8.98726864088213,0.260895627538941,8.13725337117155,0.147254847239074,-0.850015269710578,0.299583908954304
4.66604888235959,0.458033748685663,8.1288257035813,0.24218182680499,3.46277682122171,0.518118666108107
8.62156322532882,0.311760893608594,8.92133849283233,0.180066857813411,0.299775267503511,0.360026288021339
4.60998930340556,0.484743477100919,8.1931279534658,0.466839500868814,3.58313865006024,0.672989864829577
9.05601874012964,0.155939398123368,9.30984452709264,0.0507851067347315,0.253825786963001,0.164000679733763
8.3486647328956,0.186974715300488,8.66861204733343,0.0941947096828291,0.319947314437824,0.209361380139535
8.84425343282417,0.4017539412411,8.98274207244595,0.4273681618589,0.138488639621785,0.586557563307654
8.70711850150217,0.173096900092348,8.71443971491064,0.145429721893033,0.00732121340846526,0.226080385773435
8.78677439775972,0.198751037880683,8.77940530357443,0.172582665838881,-0.00736909418529486,0.263223767176719
8.26828375021639,0.200913649522756,8.32392549330727,0.229775997832623,0.055641743090872,0.305226643241592
9.01381650908493,0.121729332063073,9.02741617869789,0.267201834433646,0.0135996696129563,0.29362365471676
8.59249182199307,0.193518331152753,8.59578001819037,0.183053486103174,0.00328819619730503,0.266379284604999
