with_agn,with_agn_err,without_agn,without_agn_err,delta_mstar,delta_mstar_err
7.95143405519553,0.646761378032539,9.07135192154674,0.529543760240902,1.11991786635121,0.835892860434053
9.12557219827883,0.148529421412445,9.18106370906668,0.0860579415832885,0.0554915107878475,0.171659425417506
8.62334845782642,0.376922111089464,8.58256396587795,0.14626571138165,-0.0407844919484628,0.404306735232198
8.64381327217024,0.1764324022845,8.70801685257274,0.134564534577415,0.0642035804025039,0.2218918802974
8.16875893375263,0.264748108123774,8.62454240882972,0.110271979481417,0.455783475077094,0.286795171182967
9.00432499988731,0.158632142501641,8.95234785307647,0.190972195384874,-0.0519771468108399,0.248263038015689
8.22082413958343,0.327438496034337,8.73641783089848,0.22678217751228,0.515593691315052,0.398304060640159
8.63619961932609,0.200552124083855,8.64418637091114,0.136418269840249,0.00798675158505091,0.242551229270752
8.72926449943173,0.496953975757739,8.72940530597124,0.220566589538337,0.000140806539503657,0.543702928483926
9.06744983452155,0.260358089946511,8.96153287233301,0.145967911851802,-0.105916962188548,0.29848444899353
4.96470582756293,0.362499624073914,9.44677360426824,1.09182208741137,4.48206777670531,1.15042663738852
8.21341474070864,0.135510136646559,8.36933478639864,0.116017250764164,0.155920045690003,0.178390021046145
5.34136562345773,0.286158934936295,9.49089506801096,0.58685829438976,4.14952944455322,0.652908564607582
9.07819595706547,0.158604421026883,9.08205635506853,0.146524887399628,0.0038603980030576,0.215928008828744
9.05054676473859,1.64970119929008,9.11484993091128,4.72226350894858,0.0643031661726852,5.00212821655807
8.51821833053869,0.242606445685941,8.86710590262733,0.124256175027505,0.348887572088641,0.272575649170705
8.45259952836189,0.352237961172433,8.51089935632601,0.153857567477266,0.0582998279641256,0.384374468924426
6.02941941873657,0.761436828335581,9.44663696487165,0.0964878201823595,3.41721754613508,0.767525858189347
9.31130530265631,0.201117252963377,9.23706547796096,0.134942378015922,-0.0742398246953453,0.242193300535186
9.09813479117997,0.205280065495483,9.11404870880124,0.05502491076965,0.0159139176212655,0.212526812649693
9.16634705697323,0.207316822390281,9.16104180408042,0.365423814436935,-0.00530525289280703,0.420136678955364
9.17703560361216,0.0861723092875839,9.18323131992831,0.109388376499317,0.00619571631615123,0.139253308043692
9.16765111330344,0.175378777925345,9.15364575170374,0.0865987088543918,-0.0140053615996969,0.195594100426969
9.261726347048,0.0753866611638437,9.23650680238757,0.0760076298553626,-0.0252195446604304,0.107052830311309
9.11936791179974,0.117024089570107,9.10994350236765,0.108682914692883,-0.00942440943208744,0.159707900511693
4.95686310741715,0.336995122909451,9.13649871216541,0.156937430368762,4.17963560474826,0.371745974982253
9.17873341699499,0.712696536710514,9.06875890991812,0.859767307055325,-0.109974507076867,1.11675251319186
