withAGN_mstar,withAGN_mstar_err,withAGN_sfr,withAGN_sfr_err,withoutAGN_mstar,withoutAGN_mstar_err,withoutAGN_sfr,withoutAGN_sfr_err
7.95143405519553,0.646761378032539,-0.502096792200065,0.646816424549484,9.07135192154674,0.529543760240902,1.11067206898375,0.518557900283753
9.12557219827883,0.148529421412445,0.443830862951179,0.106728164560739,9.18106370906668,0.0860579415832885,0.221568532678321,0.180139046537856
8.62334845782642,0.376922111089464,0.540599206399236,0.354547791720612,8.58256396587795,0.14626571138165,0.509492015134747,0.136684338457924
8.64381327217024,0.1764324022845,0.171057894453065,0.164488065988125,8.70801685257274,0.134564534577415,0.212170889328067,0.142379821809555
8.16875893375263,0.264748108123774,0.171298968338794,0.252892289445412,8.62454240882972,0.110271979481417,0.156410252759676,0.111697903629716
9.00432499988731,0.158632142501641,0.558918720213735,0.17137954177214,8.95234785307647,0.190972195384874,0.52906541769473,0.18412876195931
8.22082413958343,0.327438496034337,-0.262037953459675,0.324882720045444,8.73641783089848,0.22678217751228,0.281551573334063,0.220489846714123
8.63619961932609,0.200552124083855,-0.105770972398367,0.181500838895273,8.64418637091114,0.136418269840249,-0.104629225116521,0.117125154771365
8.72926449943173,0.496953975757739,0.124839531229256,0.437412899983056,8.72940530597124,0.220566589538337,0.116312053362273,0.159488734722323
9.06744983452155,0.260358089946511,0.63734410082989,0.242603676284211,8.96153287233301,0.145967911851802,0.363601546236764,0.112000489295057
4.96470582756293,0.362499624073914,-3.51296817272688,0.368845523304458,9.44677360426824,1.09182208741137,1.14236591112517,0.81939794831974
8.21341474070864,0.135510136646559,-0.235439808387372,0.138562027494926,8.36933478639864,0.116017250764164,-0.0835579789166413,0.118273425264708
5.34136562345773,0.286158934936295,-3.12167812380325,0.276887998643146,9.49089506801096,0.58685829438976,1.2257019767059,0.479670784014267
9.07819595706547,0.158604421026883,0.652919465035201,0.157749129125364,9.08205635506853,0.146524887399628,0.658374854038391,0.151448983745351
9.05054676473859,1.64970119929008,0.956638519365802,1.39561337969717,9.11484993091128,4.72226350894858,1.00959410864292,3.21478349703711
8.51821833053869,0.242606445685941,0.0193309974285922,0.242290471831323,8.86710590262733,0.124256175027505,0.374449234920917,0.119306148311424
8.45259952836189,0.352237961172433,0.0103365652797061,0.35398591155466,8.51089935632601,0.153857567477266,0.0567807004540249,0.162606130630392
6.02941941873657,0.761436828335581,-2.4522892047528,0.761602102025012,9.44663696487165,0.0964878201823595,0.982674448245799,0.101159814609121
9.31130530265631,0.201117252963377,0.786711029461559,0.138408344095972,9.23706547796096,0.134942378015922,0.504561979442285,0.117644510670346
9.09813479117997,0.205280065495483,1.03249979421291,0.201927574662222,9.11404870880124,0.05502491076965,1.04437882646623,0.0515803976243276
9.16634705697323,0.207316822390281,0.689807648942627,0.16164498391518,9.16104180408042,0.365423814436935,0.717234416790747,0.240699239841203
9.17703560361216,0.0861723092875839,0.590940032400873,0.0651061230940931,9.18323131992831,0.109388376499317,0.596343529450406,0.0876909530074881
9.16765111330344,0.175378777925345,1.0970999683491,0.165579884680271,9.15364575170374,0.0865987088543918,1.08313502870565,0.0837595537795348
9.261726347048,0.0753866611638437,0.752913197816989,0.0732486097606709,9.23650680238757,0.0760076298553626,0.676476038442059,0.0469940696856399
9.11936791179974,0.117024089570107,1.14186302527705,0.113905888204873,9.10994350236765,0.108682914692883,1.1357327085773,0.106021995593704
4.95686310741715,0.336995122909451,-3.54024795456162,0.332973190619284,9.13649871216541,0.156937430368762,0.661839500791471,0.161327174796621
9.17873341699499,0.712696536710514,0.782292272886708,0.502614220684872,9.06875890991812,0.859767307055325,0.874763468678867,0.496769050330831
9.58019583189938,0.133415694116363,1.06756486966449,0.137993776259046,9.57688311001436,0.0648076758881825,1.06475382166681,0.0673192398688536
8.54003811207852,0.0812647713774479,0.495545825761657,0.0785436193415875,8.5725587910513,0.150502204966453,0.500841928681473,0.144613586657588
9.61042718218507,0.0384807298487374,1.55309240590812,0.0368971785262216,9.59553825688896,0.057140703858945,1.57417471432273,0.054603781301092
9.22069758617524,0.132830650190781,0.505535472446438,0.112011292248695,9.19778497988982,0.137360110194299,0.62028701240434,0.0821768566284242
9.58804543181169,0.890871245518779,1.38328402239714,0.545129513884612,9.49122059754823,0.989516935299298,1.28427463554007,0.636608351058107
5.01194430205925,0.394610195880387,-3.50256043181625,0.392988162433876,9.83567018215903,0.225495195084199,1.59233083101724,0.205554871194961
8.19638560752889,0.562805047749888,-0.2755534673459,0.565560079675938,9.12846650895652,0.213385568539912,0.871644842729434,0.180154100232881
8.87777917732138,7.66587035677286,0.768551146505082,4.83274320688132,8.48739114195971,0.319704531611645,0.410892989479095,0.315304712389714
9.20962344358138,4.28184296554919,1.09310119740671,2.90983134613756,9.0336293456641,0.154457406080412,0.966345311929093,0.148266899159249
9.17013896918504,0.150256436526966,1.10158399864358,0.141730394978113,9.15349424035255,0.0630383626904076,1.08351538478525,0.0613717150912623
8.54534917596337,0.203316979523103,0.000348815920835891,0.18254289597837,8.7883704169675,0.115676219869266,0.24729009078267,0.11319386845317
9.00041613845385,0.12248381985997,0.499626415690152,0.102921860342811,9.00959920709148,0.340277577424001,0.563378895245995,0.255149101148594
7.17066303945894,0.296709983418383,-1.32765656755227,0.273852316720812,9.8279872977072,0.865080922222368,1.65087035566712,0.700895468441697
9.29432937423254,0.514703258291399,0.472991688580369,0.504921264260505,9.68695894329416,0.147612625531551,0.603339567454377,0.487407469968888
9.69801097594485,0.231789020648307,1.62814808305313,0.225478398839226,9.64935283195823,0.301862362806856,1.57636434667353,0.285430528313972
10.4210544200757,0.0333478842858369,1.49137591475275,0.0335405751086667,10.2677422911842,0.0398180080454811,1.46555030526103,0.0354485392468066
10.2507734022347,0.187821963638993,1.40704766925997,0.186175530144867,10.2789716928907,0.0904954598085256,1.64457133952798,0.0534021949246092
9.19198858478592,0.059027289633035,0.560192893788793,0.0592182232046476,9.20213825378677,0.0622010083859784,0.570933051334178,0.0625987899109209
7.74885645518331,0.564114046671473,-0.754538483140062,0.561863568708224,8.85800168763556,0.168927160174997,0.366781196267483,0.159826194785629
8.32004635071015,0.197481867882966,-0.164016560393031,0.189700345428562,8.30913631661656,0.262034780786202,-0.176074065380406,0.255795898461951
8.88733112027737,31.1557734415981,0.853395205506193,20.2804573476528,8.9313134962666,0.184547387382963,0.920067336387974,0.175102294359248
8.62795256044066,0.133051129785765,0.131201368155078,0.136269413570275,8.67449432416879,0.216946036510416,0.0176320113494406,0.209821495781447
8.89772464632431,40.5052660526072,0.850387964492655,24.8707673490317,8.49945825483871,0.0772940680830794,0.542772381834467,0.0762863498336536
8.34168150491455,0.523573709327322,-0.328512215377663,0.478368215635622,8.34121854613448,0.0937106348892549,-0.418108440928838,0.0740935366268673
8.25588217052762,0.393365876041798,0.283956242657641,0.383383941972016,8.2150631538501,0.152687773595143,0.243076577972644,0.148975043208904
8.06781461711428,0.543245146854842,-0.417212962559179,0.544212356141095,8.68022927766874,0.123407013693161,0.00426379192216921,0.0824051072552919
8.30970611652863,0.487161815659121,0.236570231396878,0.444074796862225,8.73784943845684,4.07459053925579,0.622037157643846,2.81944331145073
9.02665260170574,4.84566670579999,0.965140644501454,3.95806601245943,8.6806127151755,0.10856516606306,0.717748142563294,0.105467057819832
9.00404658218253,0.1470702954293,0.584505810729208,0.146108437821923,8.99203243687393,0.170706457264511,0.572597998857794,0.161865521347982
8.09880658223589,2.18915402583023,0.117667100245957,2.03566318932839,7.86762706471461,27.2517873538364,-0.109565540197108,22.3007793688801
8.75394147772119,0.126932242092678,0.180656719916617,0.126379874298771,8.75365839527597,0.104445660325996,0.180683042348495,0.102986056494339
8.48200261389576,0.838401404018225,0.407274319396604,0.738628875881715,8.97502330987332,27.1144551240646,0.948910731051012,16.1504750817848
8.93633757621426,0.0609531280891468,0.100946901721476,0.039659334879958,8.84720625235193,0.156221446759727,0.294555009426426,0.161453205659384
8.56529415348661,0.410889394354541,0.0499851390583399,0.402913555254588,8.97191644697912,0.183537746998408,0.457090861568484,0.182485718013701
9.1353007431401,0.138776720021078,0.5835521108721,0.139983467827968,9.14981238031115,0.118141788036123,0.598682163939313,0.118943760857833
7.92096384403037,2.07530843306161,-0.129828625649606,1.33085838315969,7.99071815343563,0.309043276204938,-0.441222153686708,0.202623103778205
