wave,flux
913794.389999999,2.42105110469773e-22
915633.4,2.4061692581065e-22
917569.2,2.39063495454512e-22
919505,2.37523338486362e-22
921440.799999999,2.35996310017185e-22
923376.599999999,2.34482280448347e-22
925312.400000001,2.32981116356143e-22
927248.199999999,2.31492671690921e-22
929183.999999999,2.30016815655641e-22
931119.8,2.28553412497763e-22
933055.6,2.2710232889106e-22
934991.399999999,2.25663417415428e-22
936927.2,2.24236546171085e-22
938863.000000001,2.22821611112651e-22
940798.8,2.21418481146669e-22
942734.600000001,2.20027039733415e-22
944670.400000001,2.18647170177422e-22
946606.199999999,2.17278765579559e-22
948542.000000001,2.15921704348419e-22
950477.800000001,2.14575860964961e-22
952413.600000001,2.13241121741728e-22
954349.4,2.11917373573863e-22
956285.2,2.10604500347832e-22
958220.999999999,2.09302396567724e-22
960156.8,2.08010947686992e-22
962092.600000001,2.06730044512803e-22
964028.4,2.05459581968959e-22
965964.200000001,2.0419945428347e-22
967900,2.02949556169754e-22
969835.800000001,2.01261122935156e-22
971771.599999999,1.99590061611633e-22
973707.4,1.97936158586083e-22
975643.199999999,1.96299204069215e-22
977578.999999999,1.94678988833469e-22
979514.8,1.93075312215915e-22
981450.599999999,1.91487973210866e-22
983386.399999999,1.89916772841274e-22
985322.199999999,1.8836151692453e-22
987258.000000001,1.86822012016225e-22
989193.8,1.85298073760333e-22
991129.599999999,1.83789509676132e-22
993065.399999999,1.82296140707503e-22
995001.2,1.80817781184007e-22
996937,1.79354249533375e-22
998872.8,1.77905369903523e-22
1000808.6,1.76470970163463e-22
1002744.4,1.75050876526646e-22
1004680.2,1.73644933591651e-22
1006616,1.7225298397559e-22
1008551.8,1.7087483635232e-22
1010487.6,1.69510343190201e-22
1012423.4,1.681593509354e-22
1014359.2,1.66821680254552e-22
1016295,1.65497156333998e-22
1018230.8,1.64185575650956e-22
1020166.6,1.62886845678924e-22
1022102.4,1.61600793330861e-22
1024038.2,1.60327284965003e-22
1025006.1,1.59695193267688e-22
1025974,1.58924756903989e-22
1027909.8,1.57397169903834e-22
1029845.6,1.55887113356473e-22
1031781.4,1.54394341865105e-22
1033717.2,1.52918632954388e-22
1035653,1.51459759896836e-22
1037588.8,1.50017490102715e-22
1039524.6,1.48591599450833e-22
1041460.4,1.47181875450712e-22
1043396.2,1.45788106269858e-22
1045332,1.44410083791093e-22
1047267.8,1.43047608269474e-22
1049203.6,1.41700475814674e-22
1051139.4,1.40368504914209e-22
1053075.2,1.39051497386879e-22
1055011,1.37749241414828e-22
1056946.8,1.36461562639617e-22
1058882.6,1.35188270217694e-22
1060818.4,1.33929158802529e-22
1062754.2,1.3268404446282e-22
1064690,1.314527272466e-22
1066625.8,1.30235039420052e-22
1068561.6,1.29030801681581e-22
1070497.4,1.27839889021878e-22
1072433.2,1.26662144148428e-22
1074369,1.25497501454534e-22
1076304.8,1.24345827571698e-22
1078240.6,1.23206866296411e-22
1080176.4,1.22080494223535e-22
1082112.2,1.20966424497505e-22
1084048,1.1986440274244e-22
1085983.8,1.18774144365126e-22
1087919.6,1.17744415767135e-22
1089855.4,1.16725279375644e-22
1091791.2,1.15716537772985e-22
1093727,1.14718112930174e-22
1095662.8,1.137300024319e-22
1097598.6,1.12752092447987e-22
1099534.4,1.11784314079405e-22
1101470.2,1.10826545894765e-22
1103406,1.0987868096439e-22
1105341.8,1.08940608268564e-22
1107277.6,1.080121861022e-22
1109213.4,1.07093303821061e-22
1111149.2,1.0618385627986e-22
1113085,1.05283712827662e-22
1115020.8,1.04392763662076e-22
1116956.6,1.03510897721492e-22
1118892.4,1.02637997085985e-22
1120828.2,1.01773955720123e-22
1122764,1.00918671450529e-22
1124699.8,1.0007204169459e-22
1126635.6,9.92339621223118e-23
1128571.4,9.84043331045835e-23
1130507.2,9.75830563819583e-23
1132443,9.67700298123281e-23
1134378.8,9.59651632928342e-23
1136314.6,9.51683560447414e-23
1138250.4,9.43795162240539e-23
1140186.2,9.35985503603294e-23
1142122,9.28253625447935e-23
1144057.8,9.20598633710397e-23
1145993.6,9.13019701240021e-23
1147929.4,9.05515867876792e-23
1149865.2,8.98086228723344e-23
1150833.1,8.94398946312008e-23
1151801,8.90653095903097e-23
1153736.8,8.83217678276923e-23
1155672.6,8.75856584771445e-23
1157608.4,8.68568854384489e-23
1159544.2,8.61353695429041e-23
1161480,8.54210262829156e-23
1163415.8,8.47137532429393e-23
1165351.6,8.4013487703797e-23
1167287.4,8.33201529172709e-23
1169223.2,8.26336738446383e-23
1171159,8.1953974690113e-23
1173094.8,8.12809774198875e-23
1175030.6,8.06146120157943e-23
1176966.4,7.99548054207563e-23
1178902.2,7.93014810090682e-23
1180838,7.86545717685822e-23
1182773.8,7.80139963466899e-23
1184709.6,7.73796789686827e-23
1186645.4,7.67515534605363e-23
1188581.2,7.61295379169264e-23
1190517,7.55135573375913e-23
1192452.8,7.49035382573658e-23
1194388.6,7.42994203707086e-23
1196324.4,7.370114194606e-23
1198260.2,7.31086289656066e-23
1200196,7.25218255589367e-23
1202131.8,7.19406676572928e-23
1204067.6,7.13651044935276e-23
1206003.4,7.07950637749709e-23
1207939.2,7.02304813848785e-23
1209875,6.96713032984417e-23
1211810.8,6.91174618817241e-23
1213746.6,6.85688995516264e-23
1215682.4,6.80255542760578e-23
1217618.2,6.74873672948194e-23
1218586.1,6.72201899440756e-23
1219554,6.696847603607e-23
1221489.8,6.6468461830405e-23
1223425.6,6.59729629000724e-23
1225361.4,6.54819413724841e-23
1227297.2,6.49953927803482e-23
1229233,6.45132573410372e-23
1231168.8,6.40354892598332e-23
1233104.6,6.35621429778847e-23
1235040.4,6.30930750993119e-23
1236976.2,6.26281637554538e-23
1238912,6.21671705493644e-23
1240847.8,6.17101073013424e-23
1242783.6,6.12569908858793e-23
1244719.4,6.08076456383897e-23
1246655.2,6.03622164568664e-23
1248591,5.99207461740418e-23
1250526.8,5.94833714463442e-23
1252462.6,5.90499655926201e-23
1254398.4,5.86204244393323e-23
1256334.2,5.81947457405176e-23
1258270,5.77728343229823e-23
1260205.8,5.73546301562258e-23
1262141.6,5.69400979172894e-23
1264077.4,5.6529193120974e-23
1266013.2,5.61218773339745e-23
1267949,5.57181161422554e-23
1269884.8,5.53178731700627e-23
1271820.6,5.49211089776923e-23
1273756.4,5.45277886883664e-23
1275692.2,5.41378749330002e-23
1277628,5.37511681979918e-23
1279563.8,5.33679601569476e-23
1281499.6,5.29880550995148e-23
1283435.4,5.26114222694402e-23
1285371.2,5.22380291313934e-23
1287307,5.18678445480546e-23
1289242.8,5.15008336099076e-23
1291178.6,5.11369628722049e-23
1293114.4,5.08554430117921e-23
1295050.2,5.05758916223434e-23
1296986,5.02982915247194e-23
1298921.8,5.00226262143205e-23
1300857.6,4.97488798457774e-23
1302793.4,4.94770372215357e-23
1304729.2,4.92070813199172e-23
1306665,4.89389948166626e-23
1308600.8,4.86727610511164e-23
1310536.6,4.84083659559043e-23
1312472.4,4.81457931848774e-23
1314408.2,4.78850265623176e-23
1316344,4.7626051515718e-23
1318279.8,4.73688545495402e-23
1320215.6,4.71134190009092e-23
1322151.4,4.68597302708138e-23
1324087.2,4.66077761938761e-23
1326023,4.63575442142709e-23
1327958.8,4.61090200554834e-23
1329894.6,4.58621877895706e-23
1331830.4,4.56170334585558e-23
1333766.2,4.53735423550616e-23
1335702,4.51317016872514e-23
1337637.8,4.48914983377698e-23
1339573.6,4.46529180041228e-23
1341509.4,4.44159486972042e-23
1343445.2,4.41805781038299e-23
1345381,4.39467927353224e-23
1347316.8,4.37145783760209e-23
1349252.6,4.34839205231203e-23
1351188.4,4.32548073791634e-23
1353124.2,4.30272264079426e-23
1355060,4.28011656142322e-23
1356995.8,4.25766118503078e-23
1358931.6,4.23535542000574e-23
1360867.4,4.21319810051119e-23
1362803.2,4.19118798828995e-23
1364739,4.16932394010527e-23
1366674.8,4.14760478196884e-23
1367642.7,4.13679918327482e-23
1368610.6,4.13356442227895e-23
1370546.4,4.12710933040033e-23
1372482.2,4.12067328460044e-23
1374418,4.11425632532589e-23
1376353.8,4.1078582462514e-23
1378289.6,4.10147908830218e-23
1380225.4,4.0951186874212e-23
1382161.2,4.08877696271117e-23
1384097,4.08245391450884e-23
1386032.8,4.07614946180616e-23
1387968.6,4.06986356410284e-23
1389904.4,4.06359602118366e-23
1391840.2,4.05734687348742e-23
1393776,4.05111600186484e-23
1395711.8,4.04490332772616e-23
1397647.6,4.03870881188569e-23
1399583.4,4.03253237605403e-23
1401519.2,4.02637394254455e-23
1403455,4.02023343387746e-23
1405390.8,4.01411081200866e-23
1407326.6,4.00800592292483e-23
1409262.4,4.00191872948718e-23
1411198.2,3.9958491561217e-23
1413134,3.98979708949683e-23
1415069.8,3.98376249342554e-23
1417005.6,3.97774521736352e-23
1418941.4,3.97174526419211e-23
1420877.2,3.96576252253126e-23
1422813,3.95979688173123e-23
1424748.8,3.95384834541164e-23
1426684.6,3.94791680371683e-23
1428620.4,3.94200222270335e-23
1430556.2,3.93610445591335e-23
1432492,3.9302235078872e-23
1434427.8,3.92435923311711e-23
1436363.6,3.91851163669809e-23
1438299.4,3.91268061152625e-23
1440235.2,3.9068660884955e-23
1442171,3.90106870828194e-23
1444106.8,3.89528657168242e-23
1446042.6,3.8895206972135e-23
1447978.4,3.88377101795802e-23
1449914.2,3.88153186116324e-23
1451850,3.87929705519135e-23
1453785.8,3.8770665852712e-23
1455721.6,3.87484040047587e-23
1457657.4,3.87261848673192e-23
1459593.2,3.87040068534163e-23
1461529,3.86818720009941e-23
1463464.8,3.86597801638996e-23
1465400.6,3.86377301245763e-23
1467336.4,3.86157224644222e-23
1469272.2,3.85937574026025e-23
1471208,3.85718337326282e-23
1473143.8,3.85499516768054e-23
