wave,flux
36315.8632651131,7.3334722922764e-21
36318.8901676319,7.44772526260294e-21
36321.9170701508,7.59410544149016e-21
36324.9439726696,7.7500502982978e-21
36327.9708751884,7.91029910169762e-21
36344.645,8.85502348461044e-21
36393.04,9.16456648712986e-21
36441.435,9.03022646506504e-21
36465.4934421875,7.56924261762982e-21
36468.5368749687,7.40238706277205e-21
36471.58030775,7.24060472740717e-21
36474.6237405312,7.09068421943145e-21
36477.6671733125,6.98173840182687e-21
36480.7106060937,7.00285454833098e-21
36483.754038875,7.33754582169097e-21
36486.7974716562,8.19416896586835e-21
36489.83,9.53766407185717e-21
36489.8409044375,9.54526120153676e-21
36492.8843372188,1.11229390180937e-20
36495.92777,1.18635216471864e-20
36498.9712027813,1.13614878195249e-20
36502.0146355625,1.00221738061856e-20
36505.0580683438,8.6536386795831e-21
36508.101501125,7.77759758189526e-21
36511.1449339063,7.42254296547121e-21
36514.1883666875,7.38011214446179e-21
36517.2317994688,7.46672584498962e-21
36520.27523225,7.59323157700519e-21
36523.3186650313,7.73046667418335e-21
36526.3620978125,7.87160123639266e-21
36538.225,8.44746675244914e-21
36586.62,1.01735520686296e-20
36635.015,1.03601826667211e-20
36683.41,9.72659952124977e-21
36729.2196646406,7.72702035701836e-21
36731.805,7.62754454211446e-21
36732.2851081765,7.6201327657169e-21
36735.3505517125,7.57449357495791e-21
36738.4159952484,7.54003122981028e-21
36741.4814387843,7.55525737151544e-21
36744.5468823203,7.73780303820632e-21
36747.6123258562,8.32986904535227e-21
36750.6777693922,9.60642884394048e-21
36753.7432129281,1.15301362969676e-20
36756.8086564641,1.34130013426508e-20
36759.8741,1.41890252697126e-20
36762.939543536,1.33231695480151e-20
36766.0049870719,1.13501247489993e-20
36769.0704306078,9.33587481611682e-21
36772.1358741438,7.96864072262947e-21
36775.2013176797,7.28595480565197e-21
36778.2667612156,7.01287587483644e-21
36780.2,6.93571546418625e-21
36781.3322047516,6.97628077633535e-21
36784.3976482875,7.10926530960103e-21
36787.4630918235,7.25617839041793e-21
36790.5285353594,7.40801370276195e-21
36828.595,9.5833727709117e-21
36876.99,1.05003602098741e-20
36925.385,1.02147156771732e-20
36973.78,9.78482732067921e-21
37022.175,9.73412888890282e-21
37070.57,8.61719313982424e-21
37091.6860679242,7.22733259506605e-21
37094.7817631318,7.04376207318498e-21
37097.8774583393,6.86734761979455e-21
37100.9731535469,6.71028715106717e-21
37104.0688487545,6.6248014222562e-21
37107.1645439621,6.77063331881837e-21
37110.2602391697,7.47681232945799e-21
37113.3559343773,9.1169066845598e-21
37116.4516295849,1.16400610278624e-20
37118.965,1.3568272334472e-20
37119.5473247924,1.41626245700605e-20
37122.64302,1.54056569345833e-20
37125.7387152076,1.44198449968114e-20
37128.8344104152,1.19318691811705e-20
37131.9301056228,9.39040897002816e-21
37135.0258008303,7.73078432427266e-21
37138.1214960379,7.0040656612387e-21
37141.2171912455,6.8366906609008e-21
37144.3128864531,6.89952942170334e-21
37147.4085816607,7.03274050156853e-21
37150.5042768683,7.18403216524178e-21
37153.5999720758,7.34115086658729e-21
37167.36,8.08373450714964e-21
37215.755,9.93150285497583e-21
37264.15,1.03311078496173e-20
37312.545,1.04050188093371e-20
37360.94,1.05420127134779e-20
37409.335,1.02900595037237e-20
37457.73,1.04151948229459e-20
37506.125,1.02563064828594e-20
37554.52,9.64813407984151e-21
37602.915,8.01515789348064e-21
37606.3728871011,7.84325291585446e-21
37609.511538391,7.69070309627598e-21
37610.7248049634,7.63284601495132e-21
37612.6501896809,7.54317213940164e-21
37613.863819467,7.48902973018622e-21
37615.7888409708,7.41125823818025e-21
37617.0028339707,7.37216072735271e-21
37618.9274922607,7.34326191804165e-21
37620.1418484744,7.36251745431527e-21
37622.0661435506,7.50261174771784e-21
37623.2808629781,7.7007395570033e-21
37625.2047948404,8.28821576728936e-21
37626.4198774817,8.89626304913892e-21
37628.3434461304,1.03496043070831e-20
37629.5588919853,1.1622431647751e-20
37631.4820974202,1.4201809740419e-20
37632.697906489,1.61301149495369e-20
37634.6207487101,1.940465216465e-20
37635.8369209927,2.14166016388333e-20
37637.7594,2.40645150896614e-20
37638.9759354963,2.51714607094083e-20
37640.8980512899,2.57129083493154e-20
37642.11495,2.52275070965e-20
37644.0367025798,2.32633758917342e-20
37645.2539645037,2.14307111177164e-20
37647.1753538697,1.80419021887399e-20
37648.3929790073,1.5828771318907e-20
37650.3140051596,1.2615115613075e-20
37651.31,1.11696435554835e-20
37651.531993511,1.0909648955129e-20
37653.4526564494,8.95383486404676e-21
37654.6710080146,8.0829769942591e-21
37656.5913077393,7.19793452665712e-21
37657.8100225183,6.87575233173492e-21
37659.7299590292,6.6214956795846e-21
37660.949037022,6.56547653614573e-21
37662.8686103191,6.57071716162639e-21
37664.0880515256,6.60795236364052e-21
37666.007261609,6.69261229015922e-21
37667.2270660293,6.75503647858715e-21
37669.1459128989,6.85957525453953e-21
37670.366080533,6.92830814663694e-21
37673.5050950366,7.10978537627806e-21
37699.705,8.82692334866303e-21
37748.1,9.7569124620672e-21
37796.495,1.0261300280984e-20
37844.89,1.07831031324266e-20
37893.285,1.04801074325906e-20
37941.68,1.05386585343809e-20
37990.075,1.04791472324926e-20
38038.47,1.00808205650499e-20
38086.865,9.11177357807179e-21
38135.26,1.04868395317504e-20
38183.655,1.03200907462591e-20
38232.05,1.02456226157737e-20
38280.445,1.01204617795873e-20
38328.84,9.5356365637234e-21
38377.235,7.92761464139661e-21
38394.2634387424,6.73556100781255e-21
38397.4678478682,6.53292957601333e-21
38400.6722569939,6.34153112724092e-21
38403.8766661197,6.18659877459819e-21
38407.0810752454,6.17595649795159e-21
38410.2854843712,6.63931098483474e-21
38413.489893497,8.25570816596144e-21
38416.6943026227,1.1796100830981e-20
38419.8987117485,1.71555953373792e-20
38423.1031208742,2.24046856076364e-20
38425.63,2.40747446233442e-20
38426.30753,2.46193944802497e-20
38429.5119391257,2.24783944562501e-20
38432.7163482515,1.72368317061385e-20
38435.9207573773,1.18842382789158e-20
38439.1251665031,8.35077169154663e-21
38442.3295756288,6.74185596595854e-21
38445.5339847546,6.28665069839074e-21
38448.7383938804,6.30601158485916e-21
38451.9428030061,6.47014082358543e-21
38455.1472121319,6.67118250038278e-21
38458.3516212576,6.88390623393552e-21
38474.025,8.03018648860197e-21
38522.42,9.48025401562305e-21
38570.815,1.00395779055896e-20
38619.21,1.02668720207911e-20
38667.605,1.03851157660156e-20
38716,1.03270162348902e-20
38764.395,1.01642966300853e-20
38812.79,1.0274691131342e-20
38861.185,1.04005625231561e-20
38909.58,1.05839008339139e-20
38957.975,9.82443005956134e-21
39006.37,1.03085519521391e-20
39054.765,1.04712078969628e-20
39103.16,1.05893626131701e-20
39151.555,1.02681174643759e-20
39199.95,1.0511447150953e-20
39248.345,1.0386146305556e-20
39296.74,1.04310168995583e-20
39345.135,9.96453509628834e-21
39393.53,9.88390844352051e-21
39441.925,9.78369947360966e-21
39490.32,9.8106352869799e-21
39538.715,9.62411676549588e-21
39587.11,9.2924036290825e-21
39635.505,8.46252000810218e-21
39683.9,5.97682160361082e-21
39696.5506817031,6.23337103609096e-21
39699.8637805328,6.30345270913975e-21
39703.1768793625,6.38217694769002e-21
39706.4899781922,6.50904719232841e-21
39709.8030770219,6.85187924099138e-21
39713.1161758516,7.9232181273294e-21
39716.4292746813,1.07783652392196e-20
39719.7423735109,1.6615404862738e-20
39723.0554723406,2.52716133031001e-20
39726.3685711703,3.3749377374518e-20
39729.68167,3.74041118493203e-20
39732.295,3.46069452251154e-20
39732.9947688297,3.39100004492701e-20
39736.3078676594,2.56116914684968e-20
39739.6209664891,1.71341628400277e-20
39742.9340653188,1.14760265859414e-20
39746.2471641485,8.8008209631349e-21
39749.5602629782,7.9106412588089e-21
39752.8733618078,7.75004519586648e-21
39756.1864606375,7.8063572825642e-21
39759.4995594672,7.91172047912693e-21
39762.8126582969,8.02664208869623e-21
39780.69,8.68256564508676e-21
39829.085,9.35100007728545e-21
39877.48,9.41237495303853e-21
39925.875,9.67931198133081e-21
39974.27,9.38619695397882e-21
40022.665,9.73506506406325e-21
40071.06,9.87779813805492e-21
40119.455,9.54797558504064e-21
40167.85,9.76353216217387e-21
40216.245,9.76273674599812e-21
40264.64,9.8225064857583e-21
40313.035,9.860867104782e-21
40361.43,9.68668731237292e-21
40409.825,9.54061605778718e-21
40458.22,9.48473378356997e-21
40506.615,9.64806426848342e-21
40555.01,9.50056191164802e-21
40603.405,9.45606089699817e-21
40651.8,9.12971622655068e-21
40700.195,9.35018612290534e-21
40748.59,9.44122385678049e-21
40796.985,9.25909842447033e-21
40845.38,9.5127911258072e-21
40893.775,9.15819985073541e-21
40942.17,9.45600821542537e-21
40990.565,9.14896345417876e-21
41038.96,9.36131846952335e-21
41087.355,9.35978717859428e-21
41135.75,9.1931984682953e-21
41184.145,9.19051130299199e-21
41232.54,9.07596225134505e-21
41280.935,9.33932873029284e-21
41329.33,9.03133078621646e-21
41377.725,8.9828385395776e-21
41426.12,9.15140347245691e-21
41474.515,9.09066944613541e-21
41522.91,8.71161472693024e-21
41571.305,8.69235650617421e-21
41619.7,8.49151649631434e-21
41668.095,8.67140092877032e-21
41716.49,8.6382969424804e-21
41764.885,8.53479757525585e-21
41813.28,8.72625384980466e-21
41861.675,8.30945797033639e-21
41910.07,8.21570023103112e-21
41958.465,7.3660950214089e-21
41976.2786765281,6.30926125120427e-21
41979.7820428753,6.12189584982165e-21
41983.2854092225,5.95336801770311e-21
41986.7887755697,5.86934558747223e-21
41990.2921419168,6.14940129334993e-21
41993.795508264,7.64778327022226e-21
41997.2988746112,1.21235259051198e-20
42000.8022409584,2.15736786825362e-20
42004.3056073056,3.57267924013632e-20
42006.86,4.52989288201155e-20
42007.8089736528,4.96596386865514e-20
42011.31234,5.5754011200252e-20
42014.8157063472,4.99243220676975e-20
42018.3190726944,3.60543735811764e-20
42021.8224390416,2.18867755773558e-20
42025.3258053888,1.24202760613757e-20
42028.829171736,7.92752973506624e-21
42032.3325380832,6.41167223111351e-21
42035.8359044304,6.11333802933096e-21
42039.3392707776,6.17796198021141e-21
42042.8426371247,6.32579466216833e-21
42046.3460034719,6.4910721021919e-21
42055.255,6.93617556446139e-21
42103.65,7.91819268701454e-21
42152.045,8.47095285575901e-21
42200.44,8.59687277130053e-21
42248.835,8.7781908796532e-21
42297.23,8.47892965742401e-21
42345.625,8.25746121621413e-21
42394.02,8.47876880071943e-21
42442.415,7.87788554886598e-21
42490.81,8.19232591923438e-21
42539.205,8.13702568638979e-21
42587.6,8.17313613581877e-21
42635.995,8.21205000984341e-21
42684.39,8.28109047017223e-21
42732.785,8.01123997733354e-21
42781.18,8.28847341108103e-21
42829.575,8.25669593165364e-21
42877.97,8.1876736426751e-21
42926.365,8.13859017569121e-21
42974.76,8.31481049415897e-21
43023.155,8.18107946813887e-21
43071.55,8.2478366385225e-21
43119.945,8.17652818392969e-21
43168.34,8.23864162478644e-21
43216.735,8.17712640911772e-21
43265.13,7.73933616276079e-21
43313.525,8.27176192748412e-21
43361.92,7.86332509582776e-21
43410.315,8.30323813149295e-21
43458.71,8.01841931707767e-21
43507.105,8.14087094634299e-21
43555.5,8.01950899013463e-21
43603.895,8.22650460258108e-21
43652.29,8.1056246684005e-21
43700.685,7.93868287384909e-21
43749.08,7.90990095001273e-21
43797.475,7.90691790384927e-21
43845.87,7.78686506863748e-21
43894.265,7.69000649396939e-21
43942.66,7.83595435119247e-21
43991.055,7.81938522761733e-21
44039.45,7.54010726760798e-21
44087.845,7.58920254777523e-21
44136.24,7.85885830271158e-21
44184.635,7.69854290806784e-21
44233.03,7.80911268313658e-21
44281.425,7.73541095717686e-21
44329.82,7.63699364567054e-21
44378.215,7.48336815173989e-21
44426.61,7.54625655699618e-21
44475.005,7.65320186548643e-21
44523.4,7.67011553423344e-21
44571.795,7.60579131911994e-21
44620.19,7.69469112458632e-21
44668.585,7.64595934281938e-21
44716.98,7.46955063654285e-21
44765.375,7.66045957883791e-21
44813.77,7.4319226351648e-21
44862.165,7.45292787270531e-21
44910.56,7.59322412269732e-21
44958.955,7.57593542986669e-21
45007.35,7.43665756066376e-21
45055.745,7.4899999797696e-21
45104.14,7.61215823807084e-21
45152.535,7.4513348995077e-21
45200.93,7.31768651704684e-21
45249.325,7.4754839261682e-21
