Mstar,SFR,AGNlum_LB_filter
3936951078.32432,17.7898869354105,42.0782236425498
1822412113.12056,3.74554159100619,35
479401517.799151,2.10619777824363,45.0262278069346
2749505743.38057,6.69961392972525,45.0374726257326
18346509225.7063,74.9160012613701,45.0325659363423
25226648142.6642,118.076954993416,41.4519733552329
2251082869.00472,8.43075828900205,38.1766048385849
1821633576.74922,12.5901904094786,39.8868165037494
29360446354.2418,64.4336574549808,36.904099577428
4763397180.59443,20.1646904000931,43.3035165052904
3077862103.84814,8.16545411203947,35
3116310694.76101,13.6308944785179,44.3589318219134
20616946935.4714,45.5941489892312,44.7363878966193
45683785069.3562,150.090715024365,35
20467337933.3864,93.9939351883235,45.169266276931
13600977282.9687,50.828707790334,35
3162588140.96399,7.26863147792178,35
5638495278.62094,28.4100406306224,43.9527929089972
588728070.836215,2.8950411695658,35
5942973957.59395,23.0719630597335,35
2598243044.21491,5.679705452941,44.3749845303858
12934319949.6116,59.9758255484681,45.0927642593711
3345822999.64891,8.93586381975825,42.31887678502
1142723962.21269,6.13420148013293,38.3619329864866
3602206086.27922,24.1612526701316,44.5147376980701
4910697136.25443,12.8711923671134,36.6858401320877
134098691209.4,0.00256804904725725,46.7684312256995
5234087316.29004,15.1325357941338,42.7813065943045
5791008481.51655,20.707386636936,45.3934483001163
2956895763.2308,7.53435763632401,41.8699152699722
5272479246.39765,21.9152162430746,44.8195871484205
374974807.805233,1.73342886255693,35
1474536075.04857,12.272774410823,41.2086757708857
13125956456.1226,109.921902132545,45.2748872284711
195291630595.409,812.053990703052,38.2646328199017
323915014.27975,3.712694207328,44.6909501383364
389395212.515889,3.11684145648681,45.7082921359795
1947903510.12426,10.0153260472977,44.9622915194696
4668074142.91859,15.7721452053283,36.1476563888462
5084998855.07891,28.1572228702984,42.3543835951726
14050370887.754,31.3504563069919,38.3772996573957
3464373834.31528,7.61734635029534,35
502625985.595559,3.80491432205265,39.5612776800141
1088395410.88331,6.03515420692778,35
3599680656.77255,14.1170279709853,43.7546047462112
1617051134.91369,10.8988782034128,35
160884397876.652,355.316429515139,37.0053386930469
6735066821.03703,31.084448520182,36.4477236957554
4641306200.72567,21.2743376852802,43.8985779619241
4552312577.61696,14.2698945850957,35
5223015744.03362,11.5841335433636,44.4259513081695
125153098714.023,310.339620934177,46.005771416735
597539130.54403,2.23655223061849,35
1990293649.9255,7.98111015692102,39.2195605844142
268884264.430243,2.20661789179156,38.3329292937617
832206691.944478,3.59087791051309,35
13861958200.8453,76.0024068895245,35
592852782.398845,5.28427021956771,38.6899492076738
3033673149.37832,6.67362195677865,36.0567081866388
4434304112.2762,21.2943078418613,44.3136195080416
2376970518.0002,11.3060874788079,42.2776849548831
5155329491.56772,11.5163620070342,45.0528462215113
940338445.501893,4.49063528697447,36.7628813682075
6375854864.45574,15.2896571136895,44.1450384720464
6916615935.78471,31.9706639249821,38.8183599419202
25685745.890615,0.147464678627506,36.584844188514
22687662914.8278,177.745346745381,45.0887421094628
9648705613.90462,36.1154781163645,35
5866208544.32006,17.7488999501704,35
2231826968.74975,17.7785725582301,44.5094194528846
10809448386.5262,24.1667039751407,43.8945348633404
19708614181.8006,64.0354955004127,35
2226554140.84818,13.9745401133863,40.5828321091958
10147648058.7703,46.7945635478513,44.8240879353569
3724562103.61907,26.9622538528512,35
10202938470.5127,34.9294968584232,35
837012155.081962,3.66760403001413,44.2731838545661
9941767029.13647,19.6343966224143,44.1063764562675
20019892963.818,93.4349316491429,35
12165891721.8478,63.0429854381024,44.7311140017924
680028306.113166,4.94817701124909,43.8520568680741
25668909113.5488,185.44957424289,35.9594800946457
29085999233.2351,175.889523218981,45.12567276031
3340349143.87828,23.5462930547177,35
616483893.094106,4.20255586387073,39.9647811561728
591673821.482067,2.3980547769183,35
587533617.235447,2.59482002313026,35.2265851538993
3364356768.90449,14.577090635137,43.0242302969959
8128270700.79155,35.4182525006188,44.7225591366339
15372786310.6747,50.8317720390636,35
114781817.422476,0.926378068588869,39.2111449297506
13819706654.1415,45.1574028575277,44.4802462494805
2835212288.46226,10.9336148027053,35
10052521324.254,40.5554465019974,35.3715513046003
252545220.950129,1.46411265767305,44.4824147926757
15267237667.6258,68.3202962335594,37.2881157070424
1382310758.59311,15.5660720202881,40.1526537550242
7198610289.54817,16.7488480878697,35
2045917398.40145,9.38204665785658,41.5096849832525
1877038754.55909,10.3643633211201,44.2275964839326
7190726897.97173,28.9502664919876,35
10017368524.4675,47.8744031048527,35.4109177387848
5238890755.63055,24.3187919273614,35
23873146884.9801,110.732290802976,45.3766997802958
2667036126.06417,12.6144823299135,42.7330926604336
4081505328.0248,11.2509921953102,44.1670059308786
1874764745.20317,7.56236172204326,44.2151288520102
1087692998.98407,3.21627683173571,35
8289863602.34783,39.508621480177,44.872104634518
1799643944.09462,7.80758546468843,36.2719264053619
7573711134.58596,36.320600544175,35
6352954080.44986,39.7229025104312,43.0103264248817
368488426.674499,3.97821131878755,37.2400440766318
2426334966.29341,10.5765462552105,40.7634826121837
1568873181.07183,8.53172444276678,37.2340161909873
4433196339.72789,18.65002159388,35
6346756383.38365,26.8761800523233,40.7119287286001
626557351.203978,3.07780467643881,35
7532745159.32265,23.269667214586,36.4873567485158
12426747675.215,105.467784907161,45.2203725954727
3997458210.07475,8.76705319482683,44.2361825315709
2171835941.75305,7.30990148311183,40.8535518638685
9458757470.61198,41.5705394050615,35
4517807254.07646,21.1378403601471,36.9881383185544
121640441042.371,579.89920839102,38.2171441148024
2052042301.57625,7.68554290031514,44.1225785032827
23056531107.9361,50.7319337233142,45.2562375741316
10579947128.2621,72.7147445777292,35.32581713964
110117949758.324,246.017900199986,38.3550626605826
4190758089.0472,20.4762786748901,44.1134893618649
3663171130.20667,7.23156077548926,44.5340228345656
2684403069.42075,12.4943560282373,44.4225876378897
5282411642.51824,15.4237446153112,38.7771082130592
10034627745.9583,25.0235367872838,42.5574156365789
47492269963.6583,208.486661216692,39.9543007268124
2469625224.46168,11.6945562844967,45.5436493782269
2659603050.98661,11.596746326898,35
2533373574.98234,17.1376699015316,44.0986041909916
2297613596.71894,8.98366255554102,43.7329371088489
3505543338.07508,13.9888335813478,44.6193922228798
2311031274.4252,18.3483571722718,44.6722125901464
256131367.392514,2.10077235353178,35
3814018666.99606,17.3778202725603,35
2270339708.4289,16.7653082926633,39.3114529492445
1329354943.31983,8.30743038887256,35
21289505145.7788,33.6238315090405,35
13032202388.7995,31.641442476228,36.5773437755622
408414425.447183,3.35303853922182,35
18878534689.6501,99.2589414398113,45.5148825513725
2297450224.60254,16.3840681289355,44.4665098941622
1667241053.49315,7.34087033730247,35.4578355342048
23731276866.5198,89.4012850395616,41.0421698315707
2029223148.60525,10.3154094786908,35
1329090273.21434,7.29513838016915,35
9090872001.42626,40.2501334804237,45.3827819812789
15692794004.5146,46.030701916922,44.6033842338331
32620808047.2576,158.825008443298,38.4161592192527
6957515225.61894,31.9884887617214,39.367521027457
716162270.385309,3.40586138102841,35
4169410945.56296,17.9907113130572,44.6664861088451
4397894628.10232,17.801371926269,44.33114722488
77642356141.5597,502.842823708108,45.1926516112971
1571445337.13903,11.2865189855917,44.3249490342485
5654205025.92399,17.2120089172721,35
5709683277.83924,13.7422987247395,41.3841036862379
41169394604.806,170.988049630912,43.0922915849605
6595870829.44712,38.6142684768547,44.3587759682299
13713162070.4433,35.2441819878701,45.1230307363493
12034337731.8489,55.5487816335344,44.2914132273466
8119683753.22605,56.3288083602831,37.9083979028328
1519627138.75664,9.48658576208627,44.422472045213
976222055.289826,4.52551577642696,35
23238379364.6095,94.1720218452306,44.9862229364981
5913655377.16138,17.8771675459145,44.8085473328566
618931005.23978,3.80801012427805,44.0316833693413
10670166271.4427,50.2015362057016,44.6931174376016
6666959852.33168,19.9846084780189,35
15768575305.0888,81.5538659477072,45.0869362634099
2127833922.68353,4.22089401572315,45.130388365971
930185963.663417,5.94913073252255,35
2972188342.70396,9.0064855569675,39.4438000183912
8563420334.11304,42.0672048246614,41.1067444666328
217600221.783049,1.22075607448837,44.5054318701786
4511937473.60199,11.5827516513854,44.4702837414548
2560505077.8646,11.9431813376808,44.8068917337216
4635857053.86074,20.693244491484,36.5884221682813
6353665216.51021,21.3668206783841,44.396398900094
5563373218.90329,32.4917911710337,44.6931099838164
10786208194.687,23.7370576148994,36.5344588093721
2181364652.98451,10.0265117520772,36.0158488120781
4903953182.53372,22.6643143416439,42.0496604872152
10431903845.1563,48.5658343314991,44.8317413186244
68788032.6484607,0.544223047201404,35
3084793836.00499,11.8336274630104,39.1310630414951
1137226409.50801,5.75326966450505,35
75205638622.786,568.862852214794,45.9682210464277
13129610979.6687,61.050258644561,44.9190974373568
8222044942.63793,42.3114689564443,38.8222970933777
26808949460.3966,124.698891056802,45.2266034090113
353912426.678699,1.75145910520458,35
2811958127.9691,12.1532320810666,35.2427330171726
2189002883.37026,7.8794236628288,42.059523750684
5845240408.14967,26.0120034154534,39.4483643167359
1850798449.69047,5.26711095149989,42.4534104189333
1390306041.82175,5.55166150729209,36.7571372260266
16333445270.3536,61.1699141767375,42.4778904759104
1348225187.7764,6.29391359482296,39.041097102555
5175386551.45755,42.3101168390666,36.7338871602748
11134874966.1811,45.0743801736089,44.6620920123748
1816442040.97194,8.39640238105596,41.0599202161809
19992958959.8242,65.2541428589188,35.7914347603335
27102686473.4238,100.911929060946,45.0592732615157
6958969316.76282,17.6330613848493,44.1031515621517
556634277.358679,4.2222755988127,43.1716155553123
3635650798.40867,18.8060845688457,42.9155782218854
7768122405.74739,25.3895780974669,39.6205991617008
3255556736.53914,16.6716444341055,35
375283021.361018,1.77616308886254,35
18653630584.5337,77.9590940994817,44.8843316680297
163937526.147388,0.871372941860254,43.311876687373
4178050307.9313,18.4381531200087,38.4598533081622
2050908240.9821,9.5130525428907,44.3436328983632
8919969404.85419,48.5910515983666,35
8617558974.79003,43.6055689534628,40.1840670959669
34895890135.2576,130.766057697719,36.5063875856556
5559451927.22896,14.2144831319774,44.7073457568049
10784776181.3695,117.501769996778,36.1538370925393
4644728603.93488,21.9766832329612,44.5031899395831
3707515755.08645,17.1972566058535,43.3104732554256
242562592.443435,1.23668360444329,36.7978437622987
1813931618.4319,8.38106291956059,36.140827159237
1312850179.47856,7.64673433948208,43.9743394334644
2661030662.94266,13.7764683158464,38.6100619310003
9691712782.08583,45.0729120997972,35.7542102966686
4792469734.39295,26.1114786724412,40.1241806831238
2436902821.43362,8.58714825804095,35
345569463.587329,3.03182060591257,44.3237042049496
6993182556.45699,28.723170206586,44.9160267640223
6423704618.94006,24.4357370832422,43.8447971780649
10032682984.7827,78.51651394853,37.4151112000416
6766676752.86795,30.3357862766897,44.5634795065308
8484719198.20514,21.0914906086419,35.9416610320662
2434534526.52682,9.48532317849026,44.3319317956226
2831149227.90204,6.20223632097851,35
6383572656.50481,37.6732284473308,43.0417853322298
2302615287.68215,10.2079761129933,40.0268043679411
9724388915.68933,35.1977041687016,44.6846421677471
14314506861.8852,45.4769912683865,42.8772013175083
499143350.572014,3.84940550338545,35
1188570791.8423,6.79609725985216,35
7231331877.27031,30.2918129822817,37.165257809535
3425982426.69737,10.4002491138922,35
271850576.443594,2.78868687005059,36.6443269524941
4061943387.15224,39.0930937646427,35
19576200991.807,43.727536506706,45.060452796558
1822865547.17844,7.32301035675097,41.7444358748189
697815840.85154,3.12762267191559,36.0719033261699
8242376388.47759,40.5263373579805,39.4754185120289
834593901.854772,2.35979125221216,35
1768284654.62208,8.29005893152133,38.2542129167524
46336867020.259,254.589277148921,45.475356032657
5476063734.44767,18.4069689162055,35
1808762595.30853,11.4875556208725,42.3988641297044
3160958300.20812,16.2642330475677,47.3277156938257
5916095861.48266,19.8971815892188,44.7892104497042
65719446.8461992,0.451303701608059,35
9537711072.91783,35.2559950469284,36.4277674788241
5792049396.44558,24.9321518868437,45.0078970234916
4384721216.90598,19.4998685858703,35
3894344159.80405,44.8952922421573,44.356887551528
6906635590.51377,22.5644724568514,43.5885333848532
4659744398.67117,36.176464566207,44.3131024800909
374318714.235174,1.62549848850748,36.6097421686517
18658176448.586,129.520328741837,35
10190839092.0088,45.200909160888,36.810611307957
22052896491.0927,66.604123332422,44.6262420883559
7197837872.54588,31.0070684367334,44.7694598126519
2721348198.12893,11.4506345000658,36.8276020881825
3933443790.66657,18.9739446285902,44.5739014623846
2015332235.58631,5.52312666081429,43.6188437302896
7873391832.71971,35.2802832003694,35
9863564769.89901,39.1405669851803,35
65405111331.2722,579.549015918021,42.6786472823331
1026613966.50981,5.12211385588106,37.7447235349354
1338034589.9668,6.49780195208857,35
2332609907.61524,13.1577823347686,35
5546584912.99999,23.0181904676523,43.8161367404673
1623132407.24425,5.65084239526601,36.3282322242557
782239769.057308,2.3813253725257,39.2344316916672
3857313669.59721,10.4608402563651,43.9812806352335
1993375313.90471,14.1915161545208,35
147387495.511075,1.23571872130382,41.7564869096764
17999195598.1619,68.3950086161746,37.4530855665401
28727789.0471146,0.188542977083328,38.7306999507659
368999577.614003,1.85490329740759,37.1019854833891
1420372049.28494,5.73513367274624,39.2948298249608
1290858266.99697,4.92250521173544,40.6683109515637
1622785616.99072,7.17101421361473,35.54174622727
2964213594.67406,13.7496528590623,39.831348999368
6433873737.89295,26.4731150246354,44.7852183058083
2373458842.64831,6.56918937940238,43.7371843276858
1222214484.28598,5.4919534676404,35
1085532884.02445,8.73413934223074,42.5474093544584
8525357576.79252,39.0336407260909,44.562334605293
2958951089.11345,14.0213629884475,36.6947640923699
10125108769.9535,42.0610117741271,43.2784977010247
11465708778.0604,57.19065369312,45.0767282969453
7936210016.53168,61.5207436308022,44.8465332477191
117160428.082312,0.613289706590168,40.9239723146426
3065039108.00762,15.6130430498109,35
6226633149.8987,15.4867314522093,35
677171163.4529,5.54433469340178,43.2047684363074
30002427874.4726,91.151239420567,45.5400677053528
168623484.312033,1.32022971103528,40.2062016344517
2955056428.59033,13.6748164442998,45.9559312052269
7469830773.81468,41.2409761546286,44.4543725716188
2425634020.14206,5.32714058740912,44.1981121387782
7515996265.54769,52.0537431378253,43.1623962180433
7208808507.57787,33.3586778037872,44.9419548443772
5979941565.54971,13.1706347161159,35.7355891402828
16049973483.4069,48.6699345547796,38.7331190836097
13890336335.855,112.87792811542,37.6744406818532
9597780541.5824,51.4897221667715,44.8380245210109
2534596458.5901,6.31108329324437,44.010769059157
4017731741.70668,12.1738078909416,45.3180400157683
11106826028.5388,32.2728642774309,40.3955366918126
2570608346.0693,13.4740888340692,35
2566065510.87792,7.25642367321182,44.5425084301809
3649746775.16647,16.060017504328,35
354433682.652849,3.10747866804933,45.4574828918633
17290586340.2366,37.9572831105333,35
6568420592.51413,22.0375960108327,35.7655561846247
3220886639.86287,12.2865158511387,35
8950249757.03608,71.0698933867477,45.0102141489932
3687163684.67821,16.3302971994916,35
7555650021.92689,14.9210670680511,38.1041097928847
2162425950.78131,8.84505713041534,38.4403381636634
565318054.717284,2.62354786790497,43.4921327919985
1977383828.86522,9.49596136331268,35
3090718529.67348,18.4724665621636,40.5508888766912
400680752.42808,1.87398733073429,35
12589189001.4315,74.1556567750967,45.0301967020622
1675365390.44908,7.25072782714865,37.7105640692974
977411781.236695,4.52440626858814,35
1923690427.44315,7.80411039741096,35
26074420573.4634,106.34141207137,44.9643993257106
1788020317.69084,7.78741076852397,42.281427234737
1979395827.53605,15.0938193103539,36.1912077177197
1645015269.95266,4.00614849486064,44.1304796755222
9669411374.51747,41.8209857724837,35
5465479551.25705,15.0238203265353,42.8825729718774
4344096008.6405,9.50055877574715,35
18390188386.0826,142.78567538831,35
5062171782.94057,12.5537892789184,40.4423413580101
17485121166.5821,80.5801303530888,45.2058724222157
4023946711.24416,15.7321676876027,39.4611746352936
3154399033.29822,14.951777628237,35
916132118.849538,4.0311210116844,35
5911343616.82478,25.5949011377964,38.7344598700597
1462231503.47574,6.39317073841146,36.0193575125625
4625721268.00765,15.6170179128177,35
11602635464.9336,50.4785864922741,37.5256751597435
634576170.195858,3.39701662749519,43.9929196434463
315791902.845132,2.60828437483616,44.3178374402815
1031143114.00362,8.15692177395519,44.3368849468894
19081038762.807,77.052086617175,45.4236089658502
917089353.843076,5.03303034839704,44.862839596415
1675704538.83897,11.1155247476157,40.3713372896965
1970430300.20276,8.58558650868035,35
26133862014.3533,70.2471386832377,45.3790211055409
8645399526.08046,4.96488989201383,44.579741388615
2039600502.34348,9.68804012008091,40.5286679057838
5030296304.26846,42.6560696763258,36.5347603759559
28805086751.5172,159.293665247918,35
11415900395.8966,31.3425274667906,40.4780767697167
864466037.873033,7.2294669298971,35.1042565542169
2464533077.46398,14.5407101836717,39.0357097650581
2337035003.07091,7.17332967198723,35
3018828371.7153,21.5949357085978,35
9597363859.48921,30.8127083788345,35
2825190752.30979,16.5873971831874,43.9553000539295
11363422533.8728,43.2750680518794,42.9282497876717
342499821.120589,2.58544465055939,35
9936488660.09346,41.4841754541984,37.5403131680701
584262462.95489,5.76033153991879,44.542466642194
1191104619.54403,5.1467656429693,42.3171281433949
19513963778.5378,78.6741519435882,44.7185324320295
2911750245.49489,7.14050240402301,43.7110660510991
7678907138.78121,32.4607869546664,44.9284535249489
2572467421.57423,10.7893346082461,35.1153647581412
984726629.158196,4.50449412487717,35.8603775209694
99845625.0380909,0.585716767435069,35
23037920631.5162,172.211544982135,35
42232399723.4602,205.58153029429,35
1414530746.82862,10.457338368068,42.5725785892931
759618815.707967,3.74412315317185,37.2154482931421
6517957450.78432,14.3048170779665,44.6036335130434
10945913793.3517,105.359658623146,41.6019033519668
6867686351.32822,17.0667549862863,35
2884818278.82804,24.1462263260857,35
2598880880.71819,11.4055748077266,35.7339369974741
8288942613.61634,16.0977034792167,44.1079692797024
9327542114.94837,36.0464763500251,44.437660561798
34643198527.3199,77.3850556020907,45.2126499932007
1488444036.82855,3.64248331615565,44.3185890277785
2378185524.50755,8.39937031894131,43.6680785818794
1037225065.77348,4.68470106646053,44.1219615661589
8529175263.44015,35.4169570247923,42.2347679874235
1133421954.57414,5.43282182593613,35
10840154625.1762,59.4389681347895,45.0298690354433
706506975.918624,2.8331613860669,35
3255163799.84325,7.1999460760984,35
16813753121.184,36.8751031884186,45.1023784577117
369708484.500339,2.02907942906418,35
1785536419.56507,8.23614455416464,42.5028126296865
5296438812.45471,25.504302480298,35
22022306330.5141,171.086986453752,45.1125729213298
6927315875.6632,32.3171566909903,44.5751619639969
12141467535.3036,51.9357327051817,35
2699549926.72556,11.9123744738222,38.5407060804587
9524359443.02475,29.7267905296655,35
4067646501.28623,17.3169467111943,39.8561957560486
8903201849.93607,18.0237796288975,44.6603608429757
6291802509.66081,25.6592491210379,35
630217764.062203,6.74645546268789,37.7084198423938
1187004931.58358,5.58319892774935,44.4792220733953
2681067365.6204,14.2016856441145,44.7152384607647
15866896079.9784,41.9035399237403,37.9995114391667
3004699707.07299,6.60386409046651,44.076317701971
8580820205.30741,34.3421673699285,44.4441874866446
3170394468.08018,17.4232814067303,35.2654292623099
498342868.061263,4.31954267851304,35
3865772877.03273,32.4045352566877,43.7934329821848
204615788.832666,1.36891895475434,35
98433750350.7857,453.700512746381,46.0940925796239
4113370410.90934,25.7485548138358,43.0567133906469
841139440.949094,6.53986369148981,42.0015586393806
2042511084.4474,14.8920268791089,35
11872977339.1464,26.212039574688,44.5721038289898
7196840037.93746,33.8699591756319,44.8800587413386
815390670.07449,4.07614153763022,43.3458428563522
2569568552.28695,5.95349127833636,44.3818051977847
6298759065.10096,32.4282479543255,45.1825690313588
12112947394.5441,53.0398127946352,35
1507918313.08065,7.9388631080666,36.7651810840214
10183043626.5477,44.4091892354116,44.3516530729745
3202329471.53388,13.8973255036151,35
26918151061.0637,184.578950136441,36.9959297695502
1264384888.9014,10.7848047184137,42.3372988745352
10458487283.4723,49.1468329856611,43.3403705347032
3475926594.47242,14.1125282506063,44.1442377147981
7113017365.45253,73.745713406767,44.8164796347286
15008683394.4635,39.4594750014045,39.1221132705614
2835932333.22025,13.53707160866,35
1636117723.53799,9.14273005809647,35.3535903620959
57189460156.8907,272.594853447083,35
4235441468.68116,8.48092197028855,42.3188353477139
7141005485.20263,41.9828760939399,35
1727471654.93269,8.09576151582642,35
556080884.694974,4.39182392693693,44.3376217089755
9240612672.36222,79.512941048239,44.8605319679253
1555156968.57635,7.08288355122023,38.5538324360687
1404769235.01648,6.29049301437001,35
48711884854.8966,227.353456019086,44.9208451382976
6561864280.89477,16.2067311045764,44.2804059416191
19320545528.4848,52.6240043485083,42.3307735774581
2621750008.64377,10.4378969208235,43.5660003974868
901144115.598781,2.21076598008292,43.7792315620827
16750181022.2038,36.7744548338633,44.9621577284683
10519903175.2745,59.9843909901736,36.6755098451142
6413281387.40194,26.2460677358389,38.1668188598101
18298853470.4075,53.9741146235139,35
2213596481.90022,17.546316574686,35
4594668875.89323,13.9999383805976,35
1693216754.20034,10.0930945325396,44.0311520067948
1540337431.76095,6.78212924880672,37.9942969198819
441099120.102417,3.33492563507411,35
32253553198.4744,101.119855449314,35
1663725339.75807,6.8598245646632,42.1059644029895
7286416434.32741,37.4718966760506,35
17492598197.994,72.6465706599312,44.0854355495273
3221814124.53396,18.934684437313,46.454313254887
2392336571.25374,20.2001391871335,35
29584021583.4567,165.924683495816,45.1436122564794
16745375867.9431,37.1513614348202,45.1876944450068
13364941172.7194,66.4208607664694,38.0857428379218
4322658853.08882,14.9035337157601,41.6445519902139
1640242078.65168,6.07887114685944,37.5086510058916
12492480800.8346,62.1751575705058,45.0062469661911
1686639860.24135,7.78289229340104,41.814985852247
1068044663.67776,11.6826164468879,45.1964406933048
88763442.6580674,0.638043851676646,40.4046478646315
1848043011.97451,7.79634572436784,38.2684644530612
2742596386.03098,12.9196632096709,35
4004034582.53143,33.8307593965657,35
10831078145.1152,41.7431166852469,44.9354606774122
311184822.496978,1.83482973661534,39.2702280882044
6646960433.16168,14.7406867315356,43.0243964839396
8731520056.68253,19.5255204647458,38.2077260789119
3180222913.84439,7.16548350107821,44.5534152256076
1566807575.67598,6.29086716664138,41.6096979040463
3979887312.14289,17.3498980435761,44.5636386165245
809568756.819899,3.76747564680605,37.9204776857352
4542063132.0089,21.1761900132352,44.7838972202715
992456752.120909,8.11985868754107,41.3674609108457
10301505.7828162,0.0842734318990868,35
3930826600.33239,24.5169760423854,44.3193341265556
12801186162.2525,92.3691272101652,44.5166316201432
5636345041.29604,21.109534661188,43.4321063446718
1733284075.7821,14.7188932562227,35
5711519784.38053,19.1943922795857,44.7918912865289
1327490536.20772,5.87832416935232,42.4071481206034
144447042.367125,1.18617695753309,38.5350442608142
591644700.473235,2.9724371221032,35
1136753902.96231,4.72959230116306,44.0192737156825
10520758041.4701,26.2004107930958,35
3282114243.65962,15.3973683207928,42.6831318179084
37201253435.7621,272.002489407602,45.485091452413
1978616358.85399,19.3809718096034,42.5455171402978
15330787988.6751,62.4848440618325,44.9052682565267
10602485176.1891,46.7521026129443,38.2545989269579
10122891605.0265,22.2538046483089,41.5006964480165
7638002331.86254,25.4279736427977,36.095878624353
1879602529.21758,8.5183975314944,37.1616342992774
13248916510.4615,52.8471478207302,35
1418383142.47184,10.2927825876216,35
20922331856.7454,100.818956731083,41.8874753143901
7841470042.94615,36.2842559182783,44.8304553448927
7636093069.68221,34.8573002281098,35
4025587080.85333,18.6192312213856,36.2009159060209
2300636056.0809,12.3469684517815,42.4327265848558
9010464526.25394,36.1169452476926,44.952229700453
5971085267.55367,16.2268298952969,44.7317759185285
10230664434.4311,61.1650227163982,35
7930998396.06804,32.2389651254562,41.1840324139155
776694831.951091,3.8646640930343,35
8693518092.58969,37.324360361244,44.0332088121888
4784028841.63131,33.6372496220127,44.1830939271314
1717220898.98126,9.34354246944023,35
329570728.410446,2.84363116873425,44.1964372765289
1561445564.046,6.48453144406211,44.3086689331013
17090093703.1023,37.5423141414709,40.0040203635395
19396225795.654,84.8720856784269,42.2846809116348
1996254093.72782,13.1088058633152,35
196531007.042796,2.24782122916535,44.2301720120065
1080671336.28315,5.54881423325052,43.9667553246594
1341754230.49508,6.20664891188895,43.5161850040136
6168046488.59906,17.6276490321214,35
1739956630.98794,5.14548149980519,36.9003034915376
4072065401.42288,19.7431574084211,44.176739112151
4863215380.76198,21.4171870844913,35
15067616624.9245,45.6376111270504,36.4635636137843
1944093401.22491,4.29618806632342,44.2013808095077
13425040336.4311,29.4767847643294,45.1384602532689
2404533083.66846,11.0517409971941,35
2730960399.93844,12.5666062392153,35.7119995537534
1013849939.64193,4.56984414149583,35
920364366.547852,5.13998204892104,46.1599153113231
9559527085.20136,18.8768256206998,44.6935711682365
22034001903.5055,137.050617130926,45.5766241951392
3438561634.15429,14.4216498906231,42.1212894784701
6597373519.98585,21.5483646018577,35
5625469124.5414,24.0011277715096,35
1970663429.28806,12.7214867595209,35
12887577120.9316,30.8431979727399,40.0059761053174
7470542027.30028,16.7627070372722,44.6517130758549
45126036158.4522,182.075711819202,45.4217447648798
11793820113.3627,45.6461951065775,38.8499070433015
15792793145.9401,74.8261186461027,44.8337372911827
13950992220.0615,76.5213799848197,43.3323998614589
9866406902.10305,34.4689079562575,39.6690804710135
5933027789.7825,22.4110160412771,44.608599947297
7721896526.33466,25.8664040299674,35.7604748826508
1873977229.70506,7.18137419887009,38.3387911184676
