SFRBurst50,SFRBurst16,SFRBurst84,AGNlum50,AGNlum16,AGNlum84,Mstar50,Mstar16,Mstar84,RA,DEC,VISITID,MODULE,COLID,z,LP
0.00218200732689209,0.000709226883259245,0.000949859707151667,1.10324758868141e+45,7.4843293999846e+44,2.91528738403276e+45,368772.011572155,119761.926326971,156991.358732056,214.943133427401,52.9424362776306,1345002001,NRCB,1,11.44,8.36969440318326
3.74456911173919,0.738136275647278,0.788984642180876,4.20032765494012e+41,3.49514613067546e+41,1.57435315131437e+42,683674125.14569,178766785.958211,261349836.080543,214.922759350125,52.9115334522594,1345002001,NRCB,2,10.1,8.36164742924662
3.60147490191212,3.30303871455761,5.6830778517292,1.4166399662878e+37,1.08683431741598e+37,5.90504616094043e+37,450606442.394408,423135913.508636,934765112.901396,214.732469804431,52.7580750105799,1345061001,NRCB,3,10.01,7.10077584365778
0.0514785605523633,0.0285971256080842,0.0612956508144162,1.09612247862047e+45,4.36660017061697e+44,6.76701353724275e+44,8670783.34661848,4852549.02933843,10673780.8360021,214.811872759069,52.7371283161805,1345071001,NRCB,4,9.77,9.05171846396331
2.33007272228268,0.412452858112117,0.490084338390482,3.65985472911078e+41,2.6696881266989e+41,9.20634668112322e+41,409917898.105107,71084844.6492494,85630716.7413251,214.897234136215,52.8438478746668,1345004001,NRCB,5,8.998,7.52156042558908
2.72117749533112,0.982315102241455,1.487196701256,6.06304825477011e+43,3.74264103209158e+43,1.09382879535378e+44,532966764.625476,184723167.912454,294271974.0788,214.901234033777,52.8469912643136,1345004001,NRCB,6,8.881,8.42018559055842
4.29116122725594,0.478786009888921,0.474263420857743,3.40371669212091e+42,2.12932779862709e+42,7.10705172866698e+42,829166837.723891,116174860.635636,108515486.991377,214.994408776254,52.9893042117131,1345001001,NRCB,7,8.809,7.90700267081162
8.99719531273592,1.84200906943873,2.32431674097732,3.63525443066168e+42,2.21578494357452e+42,5.74506162627807e+42,1621722965.2135,334458208.533392,455359056.633626,214.938540580321,52.9117360682978,1345064001,NRCA,8,8.763,8.36714371677285
10.7611068938894,1.19155016002302,1.03002338213774,1.09323895854013e+37,7.18394078640805e+36,2.70760950318619e+37,1986767424.6777,238948732.527077,207994989.580845,214.967418620147,52.9329524463834,1345064001,NRCA,9,8.715,8.41944042270909
13.5002863352001,2.81425218327833,3.43417394088225,1.09883006877017e+45,3.89907363823872e+44,5.95370062652307e+44,2899409187.42163,566364283.176186,778976452.848709,215.035402199515,52.8906678020107,1345068001,NRCA,10,8.679,0.931212563444792
0.065293156394096,0.0283356344347667,0.0588327039762495,1.23669103153555e+44,2.43121033226005e+43,2.96696200001506e+43,13237622.7079755,5795978.8678563,12265594.7250521,214.961149599286,52.8423791828416,1345069001,NRCA,11,8.638,8.37497873963135
2.79439002821737,1.14073399832125,1.55450199116143,3.0922793247992e+43,1.79629603188978e+43,3.19381322957883e+43,589526398.166757,255280999.892982,321095358.935686,215.005384766213,52.9966074862746,1345001001,NRCB,12,7.993,5.78044989831102
1.05047823231066,0.281744478356752,0.451111663768673,1.58190955671446e+39,1.11857546206091e+39,4.08346187067131e+39,218074330.542804,54815304.1173421,87414869.4572856,214.944767996041,52.9314431459763,1345002001,NRCB,13,7.925,6.31053644605531
8.24587066021823,7.71829953757768,11.4258168367727,3.665973807296e+39,2.68731174030492e+39,1.53751719181531e+40,1380176123.97335,1322593013.64496,2315520022.60752,214.882986900233,52.8404240119593,1345004001,NRCB,14,7.82,5.38926539318954
7.25641559040749,0.998706839427348,1.47438028465892,1.33455181469812e+43,8.90304915341423e+42,2.32373845346481e+43,1494624834.58976,211247473.102825,316860608.48709,214.830577376035,52.8877980922313,1345003001,NRCB,15,7.769,8.41157489895677
0.0393344377435328,0.0232991353042672,0.0603281154054019,9.58514707723126e+44,5.68615755157542e+44,1.38918043400936e+45,8269456.34026137,4922133.24577169,12773776.9626287,214.806026562941,52.7508956270071,1345071001,NRCB,16,7.651,0.854366293352491
0.00107217387180252,0.00036714452731777,0.000899299141172312,5.80458973078328e+44,3.11724474098664e+44,8.48853838320215e+44,313818.511670108,110849.740061178,251848.649572104,214.809170104875,52.8683943113635,1345003001,NRCB,17,5.623,4.53959796988969
2.42919652414165,0.524685408828267,0.654467466385404,1.42327954982996e+45,1.11035057250329e+45,4.49426363388634e+45,823993316.854202,181909185.338628,239475450.602214,214.914523245981,52.9430399837868,1345002001,NRCB,18,4.912,8.34154085741443
0.359837666319639,0.162342330449438,0.282341122365301,7.15256603072131e+43,4.3584572811346e+43,8.43340418449478e+43,82312184.3120837,36613267.0187208,66188942.6417446,215.005151169035,52.9966588027906,1345001001,NRCB,19,8.005,4.39196072776975
2.38637907858169,0.300197238986312,0.31215441124428,7.99647113427332e+41,5.10938797811506e+41,2.26107073395326e+42,428843564.232964,55546433.675705,62379386.1969344,215.011635650389,52.9883742051332,1345001001,NRCB,20,8.873,8.41379685338174
0.00147664986133545,0.00078097701744372,0.00161440680496168,6.73339254881701e+44,8.72797166620347e+43,1.16128209209338e+44,346781.427309258,184171.26307351,390370.953438957,215.001168711717,53.0111958518555,1345001001,NRCB,21,7.104,6.47530816906224
2.24068613899764,0.350823447366758,0.407933899725353,2.77071218640449e+41,1.96702423947227e+41,9.06483300723422e+41,601946839.626858,87717747.3305257,103067131.243161,215.015805754195,53.0113749069187,1345001001,NRCB,22,6.212,7.01477771592325
0.0141539562225685,0.00542677418989078,0.00957549041283199,9.19533053685783e+43,6.15107854453225e+43,1.78021062009205e+44,4442121.33380526,1709622.91672646,3010388.33409131,214.86895200399,52.8772231921039,1345002001,NRCA,23,5.27,8.4303456699781
1.81859871878026,0.444572782673109,0.621528107597838,6.48382971427038e+36,4.93852753915641e+36,2.83754306774037e+37,512837036.043668,124349469.98054,184791725.008468,214.872552394033,52.8759503260043,1345002001,NRCA,24,5.668,3.44161295983603
3.50961383712508,0.577287927640088,0.603107851607444,5.6373645520486e+41,4.20948798423536e+41,1.31629521566605e+42,929089013.908926,163943370.238018,185389318.23123,214.806511666826,52.8787434818676,1345003001,NRCB,25,6.105,7.34451117598957
1.4865617205498,0.362310591629755,0.393094116025355,2.44902128984174e+38,1.41249526970328e+38,4.16490526302518e+38,454088358.4996,110025062.546078,116175469.59092,214.805318673283,52.8777686934556,1345003001,NRCB,26,5.641,8.37929149960416
1.02823235584952,0.228314651392048,0.308578009723958,8.49526734933063e+35,6.07997883940671e+35,2.90229705227164e+36,399039259.278836,93618359.2416952,144314975.451509,214.812732569599,52.8814550446059,1345003001,NRCB,27,6.051,7.77698843021396
1.07652730184581,0.091876430729176,0.111583024054017,1.14229790895396e+39,8.21338279731906e+38,2.88866333615181e+39,615773686.95662,62150839.8338201,72605887.0283965,214.819690509716,52.879678444091,1345003001,NRCB,28,5.513,8.61956120881926
2.77458142447442,1.35259365818376,2.17629286964649,7.89200838807335e+38,5.54475807453526e+38,2.10837758912443e+39,719370243.178011,343825294.760539,551501766.876082,214.83221053545,52.8849915558178,1345003001,NRCB,29,6.618,8.37304666559342
2.6662271036142,0.46888225585045,0.556506705722058,4.0977280186618e+43,2.94825011274517e+43,8.94076986870438e+43,739728629.696427,131216464.906574,143643610.193698,214.83631218759,52.8826842723361,1345003001,NRCB,30,6.005,8.22752557913134
1.06982869933201,0.51432670411868,0.97755254240825,4.60573943484136e+44,2.63247221177355e+43,2.7588321635917e+43,298647854.66914,143358318.19306,271520258.690741,214.829039763888,52.8756021653169,1345003001,NRCB,31,5.766,6.67468641156551
1.06419371707643,0.184709842447303,0.289168547690134,2.29695423400453e+44,1.57089649218436e+44,5.22905166602887e+44,245034712.71248,42400756.7723203,64253866.9700324,214.839366178947,52.8824651745919,1345003001,NRCB,32,7.029,5.34225171236408
3.4358793070439,0.804893228733309,0.911470064718536,3.38625507688913e+43,2.58810008522842e+43,7.64184623858393e+43,797881393.597341,176659244.918373,207400152.312258,214.825397447942,52.862973227662,1345003001,NRCB,33,7.179,3.41747458000865
6.3280632961054,0.939426864656657,1.27272370901392,3.98195783458238e+37,2.79539950053575e+37,7.85918186522971e+37,2849389027.1872,597719061.909168,603587480.064859,214.813041537277,52.8341562653638,1345003001,NRCA,34,7.179,3.62140098566335
0.800471356373758,0.181756944487516,0.239931345384067,1.45876122868359e+42,1.1082623474102e+42,5.4126974025084e+42,226507236.191002,49698901.6719855,75251553.0132808,214.878514631438,52.8741438418871,1345004001,NRCB,35,5.664,8.32765693591891
3.61048645915859,0.875573157108775,1.10830661849789,8.63217685351672e+43,4.02249380526325e+43,6.31853974133958e+43,866951793.376275,186648504.130776,265205727.281697,214.859181370197,52.8535827597864,1345004001,NRCB,36,7.115,5.16443843652372
1.81751259398489,0.248577990309683,0.438362273189507,1.03064006392924e+44,7.82138984937967e+43,3.18435258190498e+44,424270243.214214,51826687.3113706,93729883.5158121,214.831611122629,52.831503834285,1345004001,NRCA,37,7.064,7.49228683647484
3.84244478352004,0.844452902905146,1.02683929359289,4.44055441321074e+44,2.04657449669529e+44,4.42089089279125e+44,1135805821.9938,251698975.156392,282470941.24768,214.864439031676,52.8536557282371,1345004001,NRCB,38,5.668,4.86007824154688
0.0387100236145509,0.0112984796216561,0.0122873271339754,3.62969381230513e+43,2.55228063660942e+43,7.59508659709601e+43,9619593.26668472,2795657.62024355,2765806.71533754,214.892859689783,52.8651611932173,1345004001,NRCB,39,6.695,8.46971190820445
4.09219859880829,0.684902647223164,0.754771509462125,3.47885346428471e+41,2.47910372230741e+41,8.20321463877836e+41,1086397765.94309,177386737.235472,201989086.074213,214.86725453756,52.836729864946,1345004001,NRCB,40,6.059,6.77636089030305
3.04713898861777,1.68433159502333,1.31360724347946,9.61564957823352e+42,6.8187226464166e+42,2.30294602217813e+43,665783133.230844,407794159.749234,387748330.311315,214.876451564796,52.8394222724979,1345004001,NRCB,41,6.055,5.48081069068715
0.0172337639192801,0.00623714464690263,0.0113996687505274,7.14724267868434e+44,9.40265351875147e+43,1.26423754684164e+44,5299754.46388198,1943459.4679914,3433578.0730431,214.896353352727,52.8385143573466,1345004001,NRCB,42,5.273,8.28543471416543
0.316273374667751,0.127084570040095,0.179024512585612,5.8648437402408e+43,3.749373887875e+43,7.33111308285981e+43,94237513.4348081,39780776.0076089,55520140.7991148,214.90367935737,52.8449187590466,1345004001,NRCB,43,5.804,2.27242935595436
0.0320161031812697,0.012431849359146,0.0252201218261975,2.15477460910984e+44,2.06759766466734e+43,2.13299293680616e+43,9439706.90141191,3790103.81027401,7269632.65229507,214.889679860298,52.8329722893278,1345004001,NRCB,44,5.666,6.41779703017392
4.33472091004628,0.693481116919802,0.961463110249911,8.27100869153928e+42,5.69911543920741e+42,1.25303079746133e+43,2275429331.13482,404740586.820797,584230388.887884,214.871762668081,52.8331769418237,1345004001,NRCB,45,6.257,6.64149495241041
0.000659875117628495,0.000161121597278695,0.000393908996616976,7.3448832746691e+44,3.13451753184907e+44,5.19683119101893e+44,147895.017328898,35932.9901150648,88608.3316537267,214.860858097525,52.8764376431577,1345003001,NRCB,46,7.167,7.10519443769377
7.50065805494081,6.1820458394239,5.7509262882429,2.77838712571332e+42,1.51673968210333e+42,3.82019515205123e+42,1438290144.51107,1289483497.77016,2415860751.90734,214.833749123838,52.8681800840296,1345003001,NRCB,47,4.243,1.8668483953995
4.97789378382068,4.97733316149695,127.428657469239,4.23897243987717e+40,1.917690799468e+40,4.34121709780299e+40,585663704.029117,585614204.024293,20659657497.2565,215.039725394265,52.9015943032354,1345068001,NRCA,48,7.197,-3.87827984277032
5.58630074990171,2.26867749221958,1.74669798585512,1.10189506193869e+36,8.76665108164195e+35,3.06648312681288e+36,1355477139.83859,764543946.275167,799810660.856923,214.959900258631,52.8311799639519,1345069001,NRCA,49,4.897,8.49499454533243
3.57971334463955,0.459624683711919,0.608972954336394,7.13162387901076e+35,5.31389234889175e+35,2.51301186339057e+36,1282176538.99223,187385422.281259,234233494.291674,215.145205068529,52.9672720021466,1345066001,NRCA,50,4.48,6.94335918818021
5.14266879215079,4.6317275772172,16.2008243749928,7.37238200755883e+38,4.30410222842307e+38,1.0704364698615e+39,820599349.297161,756555366.451616,3487588477.67821,214.947549935297,52.8371016055563,1345069001,NRCA,51,4.88,0.496456153276894
4.14367183752803,0.560683535142556,0.614690802616511,9.12722653854654e+43,6.96039619149253e+43,2.37825865553844e+44,1308183793.66518,174103433.876354,206998062.603229,214.955152881199,52.8428955590907,1345069001,NRCA,52,4.999,8.31481600849774
5.68318254487653,5.13586229137232,12.2887619730358,1.5013910252214e+40,9.36409253228987e+39,3.00804477329358e+40,731894240.848372,673954930.756154,2266157824.40673,215.030573587964,52.9026023963947,1345068001,NRCA,53,5.007,6.96610281905062
1.03974253743964,0.49394225995964,0.860579443533358,2.09475849205377e+44,1.33824584624377e+44,4.91521530284656e+44,317909699.552638,147221002.101175,258746726.061542,215.090877309626,52.9515134411841,1345066001,NRCB,54,5.504,7.00768576575391
5.32002429241013,1.21842450355869,1.29292906850582,2.38300192936983e+43,1.73570508706601e+43,9.61765809181468e+43,896682027.817945,236988490.575152,266892207.477237,215.026940188633,52.907222124716,1345068001,NRCA,55,4.307,8.30009473234041
15.5267985982587,13.9914203794718,17.2848873253809,7.86454487596751e+42,5.24255190053984e+42,1.96064137336273e+43,2889822250.61243,2715180416.45252,5166450981.55715,214.943783676967,52.8500538074008,1345069001,NRCA,56,4.999,3.66257252230614
2.83052873910851,0.478888523308886,0.521402969925878,1.38679073232447e+40,7.93761577771451e+39,2.11460550503612e+40,406498695.456146,73329064.6565949,80752572.2879502,215.115991898352,52.9741713459225,1345066001,NRCA,57,4.492,3.87926910830278
13.4759438677347,1.61521131830622,1.29143828412852,2.17656868572928e+44,1.29042793140443e+44,5.932585622948e+44,4699413813.22213,575918059.813486,490999183.486791,215.079972178762,52.9567419411085,1345066001,NRCB,58,4.756,8.274037373961
4.62056543709902,0.597793804722565,0.861841479473357,3.83972943478327e+40,2.92082412604282e+40,8.31937416940033e+40,1467239216.80582,186366640.083311,256953181.717572,214.888019691753,52.8882574419573,1345002001,NRCA,59,5.274,8.30866443118212
7.02432992950366,0.667855222174159,0.734725430919501,3.75956223437279e+41,2.52572113349115e+41,7.01016467711348e+41,2638943430.91408,314981367.011839,294448212.5193,214.886088121573,52.8768937587584,1345064001,NRCB,60,4.588,6.9375980227542
9.62567424009492,5.06195240055847,9.96409452232664,1.39094493677176e+45,1.31007393941035e+44,1.18832602853751e+44,3491618533.98384,1867861773.6469,3490901213.87239,214.74460043412,52.7502991486977,1345061001,NRCB,61,5.206,8.3077260350229
4.25549654285441,0.675012000531691,0.655942938081329,6.4433376671504e+43,4.63495778189298e+43,1.42322164031088e+44,1286942083.61439,212037987.538261,210419437.161442,214.753355300787,52.7409714689451,1345061001,NRCB,62,5.452,8.31274728267006
1.6874090433305,0.467656910014591,0.716121574554503,3.76820959156976e+39,2.23588429119288e+39,7.77341799586571e+39,167309008.931811,48008546.9028469,72220238.5062009,215.010709468891,53.0132889048806,1345001001,NRCB,63,5.104,5.27372312531667
7.20211690611443,0.819571349157449,0.976477143183814,1.31021518004854e+41,9.45173318904404e+40,2.88581707102038e+41,784338775.476249,100653700.760775,125065822.19678,214.998284931313,52.9946640995966,1345001001,NRCB,64,4.608,7.26972079098065
7.38702827388424,3.56800270126095,4.59611217418378,3.12645603831792e+36,2.43800671749754e+36,8.41721468587783e+36,1298942511.82071,704146625.614909,1178851517.44385,214.859674326088,52.8881421012766,1345002001,NRCA,65,4.809,5.46227149619359
1.28110576006895,0.0609217561459947,0.0628533338286703,9.68406426702848e+42,7.21525192634359e+42,3.83678065625666e+43,620379419.997987,52645381.5299624,49142595.9645691,215.015113133006,52.9941249934409,1345001001,NRCB,66,4.645,8.43399604078478
4.64559824503712,0.394642353354119,0.569505915677093,9.54029224012763e+38,7.3557034954457e+38,2.48209547995397e+39,1499412155.62466,128927551.442267,159716016.352336,214.811661524713,52.8371373680498,1345003001,NRCA,67,5.28,8.45816664329884
30.3231247168974,20.4210201593682,27.8566316865147,2.12383465083082e+35,1.12383465083082e+35,4.59264938362249e+35,5942298087.09152,4549175667.60034,8359273519.32146,214.864525535873,52.870867248239,1345003001,NRCB,68,5.322,4.15484012283069
38.5654860322278,11.5495959994856,14.8730851249113,2.37500745552742e+39,1.40260075888522e+39,4.76707217439987e+39,3427686318.83036,1037737525.54117,1374997701.61998,214.823448632158,52.8302843221128,1345004001,NRCA,69,5.251,3.0458457892712
16.1058122130477,4.83810206892562,3.66289454219673,1.56720879182023e+36,1.19241720180027e+36,6.5775360283108e+36,3779479457.79179,1395730367.76487,1280738828.8827,214.988779463042,52.9979755302667,1345001001,NRCB,70,4.642,4.56322215254229
20.0450845475889,1.33382785234004,1.17808150348241,3.00020311736333e+39,1.91275502488544e+39,6.02843401288448e+39,13828028241.8522,1093009796.49704,1133327547.2299,215.151957733807,52.9740413723983,1345066001,NRCA,71,4.482,8.37238046987799
51.3145737718974,2.6589589526065,3.15985599327678,1.62893109422255e+40,1.09557653383649e+40,3.42249490227161e+40,21497444831.0718,1605354131.83973,2288996108.86949,215.085962694858,52.9522023724356,1345066001,NRCB,72,5.072,8.29247183273444
3.87887473349023,0.591381592145744,0.568958692746818,2.16236294197469e+42,1.36452745126068e+42,4.4635580045159e+42,1695099956.44772,287610923.78062,288220028.413606,215.072403490853,52.9561004647159,1345066001,NRCB,73,3.796,8.43575581717808
2.44013222540523,0.426825555083143,0.605337816694578,4.0984390299935e+41,2.79868195664124e+41,1.05902039564619e+42,815747068.99135,170218660.766204,215910519.109646,214.891454361282,52.8674560509711,1345004001,NRCB,74,5.15,8.24824510081603
0.407280817319939,0.143478742241731,0.197134765996013,1.71378566759239e+44,1.29188201801068e+44,5.89266987290897e+44,185391108.180753,68152060.208657,96803625.1686251,214.890779939791,52.8139342231606,1345069001,NRCB,75,5.268,8.28725027754452
0.102383902319002,0.0574766644274734,0.155304250832188,7.41670820552872e+43,4.50894471974705e+43,1.19325927195923e+44,24306048.9915066,13844010.0914896,36813776.5777791,214.896001020448,52.8698199453322,1345064001,NRCB,76,7.487,2.25760745042905
0.00236462226868315,0.00131572132168161,0.00367543634123887,3.98107346703558e+44,2.54442225566972e+44,7.44250502104213e+44,545399.223312474,304403.979793544,823224.529081614,214.927705520379,52.8499946891898,1345069001,NRCA,77,7.483,8.316841612213
1.632949148548,0.397948829350945,0.448241403262279,2.65565248587417e+43,1.94735277048553e+43,6.82151342749275e+43,378214358.905756,99532720.9129424,135131496.238812,214.898010701915,52.8248832507961,1345069001,NRCB,78,7.174,8.4287673567353
8.82891032544956,5.76892469458749,5.05444126853323,1.64026182285968e+38,1.29993958371491e+38,4.68897743826799e+38,1239409643.71197,937474994.911387,1211656899.22023,214.812073220986,52.7467408256169,1345071001,NRCB,79,7.477,4.07483837923498
5.32182300505616,3.94803012281774,3.66697255334881,1.41077737271695e+41,9.41415363984729e+40,3.52023716274114e+41,766013985.195368,638424674.597364,836692931.314292,214.84314342238,52.7478907390087,1345071001,NRCB,80,7.509,5.81937024891508
4.34369542037515,3.48417823485786,2.41463767259887,9.7539941578671e+41,5.36491361263977e+41,1.88085272338794e+42,731690712.222802,640180190.098158,827178577.301736,214.773860518048,52.7805779719768,1345061001,NRCA,81,5.428,2.61675693128912
0.000347892573612474,0.000121691883543135,0.000277317353424005,1.86376619127674e+44,1.20991080491233e+44,2.51784835933147e+44,100458.673410341,35801.5169147032,80442.634464993,214.769556511055,52.7729324657071,1345061001,NRCA,82,5.45,8.10669468171671
11.220302370126,11.1567932715817,60.6462973544741,3.88681435917716e+39,2.51618698674745e+39,9.87818175201115e+39,1478469354.03813,1472265262.85752,11822938905.8148,214.771824350503,52.7781859501553,1345061001,NRCA,83,6.542,-0.345939801912081
0.951977313591224,0.194816389493474,0.246302527971193,6.11777973819745e+36,4.41061926999993e+36,1.34404051000541e+37,387403823.202238,90181593.7959402,132693801.349118,214.884988060178,52.83604513063,1345004001,NRCB,84,6.545,8.37450309034625
1.51571980496688,1.05430593419045,1.04056455920377,2.40532301391328e+37,1.70939812357642e+37,8.93203098386364e+37,285422066.607001,223775170.847084,324891660.689928,214.891551304166,52.8159334274757,1345069001,NRCB,85,5.674,4.22589173780892
0.0496993526473212,0.00900881330156451,0.0118150968379435,3.88195776617347e+43,2.40043158289735e+43,8.34168720988705e+43,14088143.9528486,2734057.18701714,3420254.312409,214.918122159731,52.8118207442865,1345069001,NRCB,86,5.93,8.34348803026139
2.22462704315975,1.84838862655927,1.9804320563469,2.33850850292764e+38,1.04491617998565e+38,1.73504417405645e+38,283011373.93838,250260512.89437,553402977.902787,214.805478979169,52.754733902223,1345071001,NRCB,87,5.861,2.74707994503999
1.10154995676355,0.172849793752712,0.184132598860927,2.62907158338258e+42,1.61276199126552e+42,4.10449973604755e+42,377603412.349415,72967284.7971169,72469671.638812,214.800472650105,52.7488861680473,1345071001,NRCB,88,5.3,9.63698703410008
1.86507053774957,1.74577812930922,8.20259617770419,1.4130443519732e+41,1.01237408528062e+41,3.19501562091658e+41,234872348.086742,222481527.529989,1341051231.56862,214.809855095172,52.7542162566239,1345071001,NRCB,89,5.433,0.186005352942615
