ra,dec
214.943133427401,52.9424362776306
214.922759350125,52.9115334522594
214.732469804431,52.7580750105799
214.811872759069,52.7371283161805
214.897234136215,52.8438478746668
214.901234033777,52.8469912643136
214.994408776254,52.9893042117131
214.938540580321,52.9117360682978
214.967418620147,52.9329524463834
215.035402199515,52.8906678020107
214.961149599286,52.8423791828416
215.005176385207,52.9964612018956
215.005384766213,52.9966074862746
214.944767996041,52.9314431459763
214.882986900233,52.8404240119593
214.830577376035,52.8877980922313
214.806026562941,52.7508956270071
214.809170104875,52.8683943113635
214.914523245981,52.9430399837868
215.011635650389,52.9883742051332
215.001168711717,53.0111958518555
215.015805754195,53.0113749069187
214.86895200399,52.8772231921039
214.872552394033,52.8759503260043
214.806511666826,52.8787434818676
214.805318673283,52.8777686934556
214.812732569599,52.8814550446059
214.819690509716,52.879678444091
214.83221053545,52.8849915558178
214.836201935334,52.8825797922277
214.829039763888,52.8756021653169
214.839366178947,52.8824651745919
214.825397447942,52.862973227662
214.813041537277,52.8341562653638
214.878514631438,52.8741438418871
214.859146833545,52.8535314411955
214.831480108168,52.8314106528314
214.864439031676,52.8536557282371
214.892859689783,52.8651611932173
214.86725453756,52.836729864946
214.876451564796,52.8394222724979
214.896353352727,52.8385143573466
214.90367935737,52.8449187590466
214.889679860298,52.8329722893278
214.871762668081,52.8331769418237
214.833749123838,52.8681800840296
215.039725394265,52.9015943032354
214.959900258631,52.8311799639519
215.145205068529,52.9672720021466
214.947549935297,52.8371016055563
214.955152881199,52.8428955590907
215.030573587964,52.9026023963947
215.090877309626,52.9515134411841
215.026940188633,52.907222124716
214.943783676967,52.8500538074008
215.115991898352,52.9741713459225
215.079972178762,52.9567419411085
214.888019691753,52.8882574419573
214.886088121573,52.8768937587584
214.74460043412,52.7502991486977
214.753355300787,52.7409714689451
215.010879991172,53.0132470849489
214.998284931313,52.9946640995966
214.859674326088,52.8881421012766
215.015113133006,52.9941249934409
214.811661524713,52.8371373680498
214.864525535873,52.870867248239
214.823448632158,52.8302843221128
214.988779463042,52.9979755302667
215.151957733807,52.9740413723983
215.085962694858,52.9522023724356
215.072403490853,52.9561004647159
214.891454361282,52.8674560509711
214.890779939791,52.8139342231606
214.896149029499,52.8697896548859
214.927705520379,52.8499946891898
214.898010701915,52.8248832507961
214.812073220986,52.7467408256169
214.84314342238,52.7478907390087
214.773860518048,52.7805779719768
214.769556511055,52.7729324657071
214.771824350503,52.7781859501553
214.884988060178,52.83604513063
214.891551304166,52.8159334274757
214.918122159731,52.8118207442865
214.805478979169,52.754733902223
214.800472650105,52.7488861680473
214.809735870511,52.7543473873237
214.812627604766,52.7548540831845
214.789838863096,52.730800091549
214.7991122211,52.7251314123192
214.820509075082,52.7371431766809
214.719977001803,52.7502266555585
214.766485429193,52.782261781204
214.900505188119,52.8715979403865
214.853208210238,52.8483696163733
214.900351844099,52.8268315737289
214.937957364456,52.8471081937204
214.905780260797,52.8118905452626
214.956601402076,52.8337964147809
214.785740986774,52.7315659118804
214.821414964714,52.7548384423929
214.803116033919,52.7265597485703
214.828394811982,52.7429491581565
214.831219463193,52.7518006212951
3.49898584694678,-30.3247565107011
215.011979130135,52.9868123687031
214.906573383116,52.9488923094815
